class_id,id,enrolled,capacity,message,timestamp
WINTER 2024 62885,113759,31,40,"",2023-11-30 00:00:00.000000
WINTER 2024 62836,113760,22,22,"",2023-11-30 00:00:00.000000
WINTER 2024 26971,113761,5,12,"",2023-11-30 00:00:00.000000
WINTER 2024 26997,113762,0,16,"",2023-11-30 00:00:00.000000
WINTER 2024 27003,113763,0,15,"",2023-11-30 00:00:00.000000
WINTER 2024 56416,113764,10,25,"",2023-11-30 00:00:00.000000
WINTER 2024 27011,113765,16,45,"",2023-11-30 00:00:00.000000
WINTER 2024 27029,113766,0,300,"",2023-11-30 00:00:00.000000
WINTER 2024 27037,113767,16,45,"",2023-11-30 00:00:00.000000
WINTER 2024 27045,113768,0,20,"",2023-11-30 00:00:00.000000
WINTER 2024 41848,113769,12,24,"",2023-11-30 00:00:00.000000
WINTER 2024 41855,113770,3,17,"",2023-11-30 00:00:00.000000
WINTER 2024 53009,113771,16,24,"",2023-11-30 00:00:00.000000
WINTER 2024 60814,113772,13,25,"",2023-11-30 00:00:00.000000
WINTER 2024 41863,113773,14,25,"",2023-11-30 00:00:00.000000
WINTER 2024 62794,113774,29,25,"",2023-11-30 00:00:00.000000
WINTER 2024 41871,113775,0,5,"",2023-11-30 00:00:00.000000
WINTER 2024 41889,113776,0,10,"",2023-11-30 00:00:00.000000
WINTER 2024 00802,113777,50,50,"",2023-11-30 00:00:00.000000
WINTER 2024 00851,113778,75,75,"",2023-11-30 00:00:00.000000
WINTER 2024 00893,113779,88,90,"",2023-11-30 00:00:00.000000
WINTER 2024 00935,113780,17,17,"",2023-11-30 00:00:00.000000
WINTER 2024 00950,113781,18,18,"",2023-11-30 00:00:00.000000
WINTER 2024 00968,113782,18,18,"",2023-11-30 00:00:00.000000
WINTER 2024 01180,113783,12,12,"",2023-11-30 00:00:00.000000
WINTER 2024 56861,113784,16,15,"",2023-11-30 00:00:00.000000
WINTER 2024 50526,113785,11,12,"",2023-11-30 00:00:00.000000
WINTER 2024 56879,113786,10,10,"",2023-11-30 00:00:00.000000
WINTER 2024 50542,113787,11,12,"",2023-11-30 00:00:00.000000
WINTER 2024 56887,113788,15,15,"",2023-11-30 00:00:00.000000
WINTER 2024 01214,113789,12,12,"",2023-11-30 00:00:00.000000
WINTER 2024 00992,113790,19,18,"",2023-11-30 00:00:00.000000
WINTER 2024 62919,113791,12,12,"",2023-11-30 00:00:00.000000
WINTER 2024 50518,113792,14,15,"",2023-11-30 00:00:00.000000
WINTER 2024 56895,113793,20,20,"",2023-11-30 00:00:00.000000
WINTER 2024 01024,113794,14,14,"",2023-11-30 00:00:00.000000
WINTER 2024 01032,113795,16,25,"",2023-11-30 00:00:00.000000
WINTER 2024 01057,113796,0,5,"",2023-11-30 00:00:00.000000
WINTER 2024 01065,113797,0,5,"",2023-11-30 00:00:00.000000
WINTER 2024 01073,113798,0,5,"",2023-11-30 00:00:00.000000
WINTER 2024 01081,113799,1,10,"",2023-11-30 00:00:00.000000
WINTER 2024 01099,113800,0,30,"",2023-11-30 00:00:00.000000
WINTER 2024 01248,113801,3,3,"",2023-11-30 00:00:00.000000
WINTER 2024 50559,113802,1,1,"",2023-11-30 00:00:00.000000
WINTER 2024 50567,113803,0,0,"",2023-11-30 00:00:00.000000
WINTER 2024 50575,113804,0,0,"",2023-11-30 00:00:00.000000
WINTER 2024 01107,113805,0,10,"",2023-11-30 00:00:00.000000
WINTER 2024 57141,113806,30,30,"",2023-11-30 00:00:00.000000
WINTER 2024 57158,113807,25,30,"",2023-11-30 00:00:00.000000
WINTER 2024 46086,113808,6,25,"",2023-11-30 00:00:00.000000
WINTER 2024 57240,113809,3,15,"",2023-11-30 00:00:00.000000
WINTER 2024 57265,113810,6,30,"",2023-11-30 00:00:00.000000
WINTER 2024 57307,113811,15,30,"",2023-11-30 00:00:00.000000
WINTER 2024 02972,113812,0,5,"",2023-11-30 00:00:00.000000
WINTER 2024 46375,113813,8,20,"",2023-11-30 00:00:00.000000
WINTER 2024 46383,113814,9,20,"",2023-11-30 00:00:00.000000
WINTER 2024 46391,113815,5,20,"",2023-11-30 00:00:00.000000
WINTER 2024 54536,113816,7,20,"",2023-11-30 00:00:00.000000
WINTER 2024 49155,113817,25,24,"",2023-11-30 00:00:00.000000
WINTER 2024 49163,113818,25,25,"",2023-11-30 00:00:00.000000
WINTER 2024 49171,113819,24,24,"",2023-11-30 00:00:00.000000
WINTER 2024 51649,113820,25,25,"",2023-11-30 00:00:00.000000
WINTER 2024 51656,113821,25,25,"",2023-11-30 00:00:00.000000
WINTER 2024 51664,113822,0,25,"",2023-11-30 00:00:00.000000
WINTER 2024 51672,113823,0,25,"",2023-11-30 00:00:00.000000
WINTER 2024 62091,113824,25,25,"",2023-11-30 00:00:00.000000
WINTER 2024 62109,113825,25,25,"",2023-11-30 00:00:00.000000
WINTER 2024 62117,113826,24,24,"",2023-11-30 00:00:00.000000
WINTER 2024 62125,113827,25,25,"",2023-11-30 00:00:00.000000
WINTER 2024 49189,113828,25,25,"",2023-11-30 00:00:00.000000
WINTER 2024 49197,113829,25,25,"",2023-11-30 00:00:00.000000
WINTER 2024 49205,113830,0,25,"",2023-11-30 00:00:00.000000
WINTER 2024 49213,113831,25,25,"",2023-11-30 00:00:00.000000
WINTER 2024 49221,113832,25,24,"",2023-11-30 00:00:00.000000
WINTER 2024 49239,113833,25,25,"",2023-11-30 00:00:00.000000
WINTER 2024 49247,113834,24,24,"",2023-11-30 00:00:00.000000
WINTER 2024 49254,113835,25,25,"",2023-11-30 00:00:00.000000
WINTER 2024 49270,113836,24,24,"",2023-11-30 00:00:00.000000
WINTER 2024 49288,113837,25,25,"",2023-11-30 00:00:00.000000
WINTER 2024 49296,113838,24,24,"",2023-11-30 00:00:00.000000
WINTER 2024 49304,113839,25,25,"",2023-11-30 00:00:00.000000
WINTER 2024 49312,113840,24,24,"",2023-11-30 00:00:00.000000
WINTER 2024 49320,113841,25,25,"",2023-11-30 00:00:00.000000
WINTER 2024 49338,113842,24,24,"",2023-11-30 00:00:00.000000
WINTER 2024 49346,113843,25,25,"",2023-11-30 00:00:00.000000
WINTER 2024 49411,113844,0,25,"",2023-11-30 00:00:00.000000
WINTER 2024 49429,113845,0,24,"",2023-11-30 00:00:00.000000
WINTER 2024 49437,113846,0,25,"",2023-11-30 00:00:00.000000
WINTER 2024 49445,113847,24,24,"",2023-11-30 00:00:00.000000
WINTER 2024 49452,113848,25,25,"",2023-11-30 00:00:00.000000
WINTER 2024 49460,113849,25,25,"",2023-11-30 00:00:00.000000
WINTER 2024 49478,113850,0,25,"",2023-11-30 00:00:00.000000
WINTER 2024 49486,113851,0,25,"",2023-11-30 00:00:00.000000
WINTER 2024 49494,113852,25,25,"",2023-11-30 00:00:00.000000
WINTER 2024 49502,113853,0,25,"",2023-11-30 00:00:00.000000
WINTER 2024 51698,113854,25,25,"",2023-11-30 00:00:00.000000
WINTER 2024 51706,113855,0,24,"",2023-11-30 00:00:00.000000
WINTER 2024 51714,113856,25,25,"",2023-11-30 00:00:00.000000
WINTER 2024 51722,113857,25,25,"",2023-11-30 00:00:00.000000
WINTER 2024 51748,113858,0,25,"",2023-11-30 00:00:00.000000
WINTER 2024 51755,113859,25,25,"",2023-11-30 00:00:00.000000
WINTER 2024 51763,113860,24,24,"",2023-11-30 00:00:00.000000
WINTER 2024 51771,113861,0,25,"",2023-11-30 00:00:00.000000
WINTER 2024 51789,113862,25,25,"",2023-11-30 00:00:00.000000
WINTER 2024 51797,113863,24,24,"",2023-11-30 00:00:00.000000
WINTER 2024 62026,113864,24,24,"",2023-11-30 00:00:00.000000
WINTER 2024 62042,113865,0,25,"",2023-11-30 00:00:00.000000
WINTER 2024 62059,113866,0,25,"",2023-11-30 00:00:00.000000
WINTER 2024 62067,113867,0,25,"",2023-11-30 00:00:00.000000
WINTER 2024 62075,113868,25,25,"",2023-11-30 00:00:00.000000
WINTER 2024 62083,113869,0,25,"",2023-11-30 00:00:00.000000
WINTER 2024 49510,113870,14,25,"",2023-11-30 00:00:00.000000
WINTER 2024 49585,113871,0,10,"",2023-11-30 00:00:00.000000
WINTER 2024 51805,113872,25,25,"",2023-11-30 00:00:00.000000
WINTER 2024 62133,113873,25,25,"",2023-11-30 00:00:00.000000
WINTER 2024 49593,113874,25,25,"",2023-11-30 00:00:00.000000
WINTER 2024 49601,113875,23,23,"",2023-11-30 00:00:00.000000
WINTER 2024 49619,113876,16,15,"",2023-11-30 00:00:00.000000
WINTER 2024 49627,113877,20,20,"",2023-11-30 00:00:00.000000
WINTER 2024 49643,113878,24,24,"",2023-11-30 00:00:00.000000
WINTER 2024 49650,113879,25,25,"",2023-11-30 00:00:00.000000
WINTER 2024 51813,113880,26,25,"",2023-11-30 00:00:00.000000
WINTER 2024 49668,113881,21,20,"",2023-11-30 00:00:00.000000
WINTER 2024 51821,113882,25,24,"",2023-11-30 00:00:00.000000
WINTER 2024 49684,113883,24,24,"",2023-11-30 00:00:00.000000
WINTER 2024 51839,113884,25,25,"",2023-11-30 00:00:00.000000
WINTER 2024 49692,113885,25,25,"",2023-11-30 00:00:00.000000
WINTER 2024 49700,113886,25,25,"",2023-11-30 00:00:00.000000
WINTER 2024 49759,113887,25,25,"",2023-11-30 00:00:00.000000
WINTER 2024 51854,113888,24,24,"",2023-11-30 00:00:00.000000
WINTER 2024 49809,113889,0,25,"",2023-11-30 00:00:00.000000
WINTER 2024 49817,113890,21,20,"",2023-11-30 00:00:00.000000
WINTER 2024 49825,113891,24,24,"",2023-11-30 00:00:00.000000
WINTER 2024 49833,113892,24,23,"",2023-11-30 00:00:00.000000
WINTER 2024 49858,113893,25,25,"",2023-11-30 00:00:00.000000
WINTER 2024 49866,113894,25,25,"",2023-11-30 00:00:00.000000
WINTER 2024 49874,113895,27,25,"",2023-11-30 00:00:00.000000
WINTER 2024 49882,113896,25,25,"",2023-11-30 00:00:00.000000
WINTER 2024 65896,113897,24,24,"",2023-11-30 00:00:00.000000
WINTER 2024 49940,113898,25,24,"",2023-11-30 00:00:00.000000
WINTER 2024 49965,113899,25,25,"",2023-11-30 00:00:00.000000
WINTER 2024 49973,113900,25,25,"",2023-11-30 00:00:00.000000
WINTER 2024 51862,113901,26,24,"",2023-11-30 00:00:00.000000
WINTER 2024 51870,113902,25,25,"",2023-11-30 00:00:00.000000
WINTER 2024 49981,113903,25,24,"",2023-11-30 00:00:00.000000
WINTER 2024 51888,113904,25,25,"",2023-11-30 00:00:00.000000
WINTER 2024 49999,113905,25,25,"",2023-11-30 00:00:00.000000
WINTER 2024 50005,113906,25,25,"",2023-11-30 00:00:00.000000
WINTER 2024 51896,113907,24,24,"",2023-11-30 00:00:00.000000
WINTER 2024 51904,113908,25,25,"",2023-11-30 00:00:00.000000
WINTER 2024 50047,113909,16,25,"",2023-11-30 00:00:00.000000
WINTER 2024 50054,113910,24,25,"",2023-11-30 00:00:00.000000
WINTER 2024 50062,113911,25,25,"",2023-11-30 00:00:00.000000
WINTER 2024 50070,113912,15,25,"",2023-11-30 00:00:00.000000
WINTER 2024 50088,113913,23,25,"",2023-11-30 00:00:00.000000
WINTER 2024 50096,113914,22,25,"",2023-11-30 00:00:00.000000
WINTER 2024 50104,113915,19,25,"",2023-11-30 00:00:00.000000
WINTER 2024 50112,113916,0,5,"",2023-11-30 00:00:00.000000
WINTER 2024 51938,113917,9,18,"",2023-11-30 00:00:00.000000
WINTER 2024 27805,113918,11,18,"",2023-11-30 00:00:00.000000
WINTER 2024 27813,113919,18,18,"",2023-11-30 00:00:00.000000
WINTER 2024 27821,113920,2,18,"",2023-11-30 00:00:00.000000
WINTER 2024 27839,113921,18,18,"",2023-11-30 00:00:00.000000
WINTER 2024 27847,113922,13,18,"",2023-11-30 00:00:00.000000
WINTER 2024 27854,113923,18,18,"",2023-11-30 00:00:00.000000
WINTER 2024 27862,113924,17,18,"",2023-11-30 00:00:00.000000
WINTER 2024 27888,113925,18,18,"",2023-11-30 00:00:00.000000
WINTER 2024 27896,113926,18,18,"",2023-11-30 00:00:00.000000
WINTER 2024 27904,113927,8,18,"",2023-11-30 00:00:00.000000
WINTER 2024 27912,113928,18,18,"",2023-11-30 00:00:00.000000
WINTER 2024 51946,113929,18,18,"",2023-11-30 00:00:00.000000
WINTER 2024 28688,113930,18,18,"",2023-11-30 00:00:00.000000
WINTER 2024 28696,113931,1,18,"",2023-11-30 00:00:00.000000
WINTER 2024 28704,113932,4,18,"",2023-11-30 00:00:00.000000
WINTER 2024 28712,113933,18,18,"",2023-11-30 00:00:00.000000
WINTER 2024 27920,113934,0,15,"",2023-11-30 00:00:00.000000
WINTER 2024 27938,113935,0,15,"",2023-11-30 00:00:00.000000
WINTER 2024 27946,113936,0,15,"",2023-11-30 00:00:00.000000
WINTER 2024 27953,113937,4,20,"",2023-11-30 00:00:00.000000
WINTER 2024 27961,113938,18,18,"",2023-11-30 00:00:00.000000
WINTER 2024 27979,113939,18,18,"",2023-11-30 00:00:00.000000
WINTER 2024 27987,113940,18,18,"",2023-11-30 00:00:00.000000
WINTER 2024 27995,113941,16,18,"",2023-11-30 00:00:00.000000
WINTER 2024 28720,113942,18,18,"",2023-11-30 00:00:00.000000
WINTER 2024 28738,113943,18,18,"",2023-11-30 00:00:00.000000
WINTER 2024 28746,113944,7,18,"",2023-11-30 00:00:00.000000
WINTER 2024 62737,113945,6,20,"",2023-11-30 00:00:00.000000
WINTER 2024 28019,113946,119,120,"",2023-11-30 00:00:00.000000
WINTER 2024 28068,113947,270,270,"",2023-11-30 00:00:00.000000
WINTER 2024 28159,113948,0,0,"",2023-11-30 00:00:00.000000
WINTER 2024 53447,113949,23,60,"",2023-11-30 00:00:00.000000
WINTER 2024 28175,113950,60,60,"",2023-11-30 00:00:00.000000
WINTER 2024 28209,113951,47,60,"",2023-11-30 00:00:00.000000
WINTER 2024 28357,113952,61,60,"",2023-11-30 00:00:00.000000
WINTER 2024 28373,113953,23,25,"",2023-11-30 00:00:00.000000
WINTER 2024 53488,113954,60,60,"",2023-11-30 00:00:00.000000
WINTER 2024 28423,113955,0,0,"",2023-11-30 00:00:00.000000
WINTER 2024 53504,113956,0,15,"",2023-11-30 00:00:00.000000
WINTER 2024 28449,113957,4,15,"",2023-11-30 00:00:00.000000
WINTER 2024 28456,113958,0,10,"",2023-11-30 00:00:00.000000
WINTER 2024 28464,113959,0,10,"",2023-11-30 00:00:00.000000
WINTER 2024 28472,113960,0,30,"",2023-11-30 00:00:00.000000
WINTER 2024 24802,113961,9,24,"",2023-11-30 00:00:00.000000
WINTER 2024 24828,113962,4,10,"",2023-11-30 00:00:00.000000
WINTER 2024 54932,113963,1,8,"",2023-11-30 00:00:00.000000
WINTER 2024 24844,113964,0,5,"",2023-11-30 00:00:00.000000
WINTER 2024 27706,113965,6,10,"",2023-11-30 00:00:00.000000
WINTER 2024 27714,113966,11,10,"",2023-11-30 00:00:00.000000
WINTER 2024 27722,113967,5,15,"",2023-11-30 00:00:00.000000
WINTER 2024 54916,113968,1,12,"",2023-11-30 00:00:00.000000
WINTER 2024 27748,113969,0,10,"",2023-11-30 00:00:00.000000
WINTER 2024 34611,113970,87,96,"",2023-11-30 00:00:00.000000
WINTER 2024 34652,113971,13,35,"",2023-11-30 00:00:00.000000
WINTER 2024 34678,113972,33,64,"",2023-11-30 00:00:00.000000
WINTER 2024 34769,113973,83,95,"",2023-11-30 00:00:00.000000
WINTER 2024 34793,113974,0,60,"",2023-11-30 00:00:00.000000
WINTER 2024 34801,113975,0,90,"",2023-11-30 00:00:00.000000
WINTER 2024 34819,113976,0,5,"",2023-11-30 00:00:00.000000
WINTER 2024 34827,113977,0,9,"",2023-11-30 00:00:00.000000
WINTER 2024 56382,113978,98,100,"",2023-11-30 00:00:00.000000
WINTER 2024 56333,113979,12,12,"",2023-11-30 00:00:00.000000
WINTER 2024 34884,113980,12,12,"",2023-11-30 00:00:00.000000
WINTER 2024 63727,113981,24,25,"",2023-11-30 00:00:00.000000
WINTER 2024 34900,113982,18,30,"",2023-11-30 00:00:00.000000
WINTER 2024 51300,113983,25,25,"",2023-11-30 00:00:00.000000
WINTER 2024 51268,113984,13,25,"",2023-11-30 00:00:00.000000
WINTER 2024 34942,113985,24,24,"",2023-11-30 00:00:00.000000
WINTER 2024 51144,113986,6,6,"",2023-11-30 00:00:00.000000
WINTER 2024 34967,113987,88,100,"",2023-11-30 00:00:00.000000
WINTER 2024 34983,113988,44,50,"",2023-11-30 00:00:00.000000
WINTER 2024 34991,113989,81,90,"",2023-11-30 00:00:00.000000
WINTER 2024 35006,113990,24,24,"",2023-11-30 00:00:00.000000
WINTER 2024 51193,113991,27,35,"",2023-11-30 00:00:00.000000
WINTER 2024 35014,113992,30,30,"",2023-11-30 00:00:00.000000
WINTER 2024 66712,113993,7,10,"",2023-11-30 00:00:00.000000
WINTER 2024 35030,113994,70,89,"",2023-11-30 00:00:00.000000
WINTER 2024 35048,113995,0,10,"",2023-11-30 00:00:00.000000
WINTER 2024 35055,113996,0,50,"",2023-11-30 00:00:00.000000
WINTER 2024 35063,113997,0,25,"",2023-11-30 00:00:00.000000
WINTER 2024 48090,113998,75,75,"",2023-11-30 00:00:00.000000
WINTER 2024 48181,113999,18,18,"",2023-11-30 00:00:00.000000
WINTER 2024 48199,114000,18,18,"",2023-11-30 00:00:00.000000
WINTER 2024 48207,114001,18,18,"",2023-11-30 00:00:00.000000
WINTER 2024 48215,114002,18,18,"",2023-11-30 00:00:00.000000
WINTER 2024 48249,114003,18,18,"",2023-11-30 00:00:00.000000
WINTER 2024 48256,114004,18,18,"",2023-11-30 00:00:00.000000
WINTER 2024 48264,114005,18,18,"",2023-11-30 00:00:00.000000
WINTER 2024 48272,114006,18,18,"",2023-11-30 00:00:00.000000
WINTER 2024 48280,114007,9,20,"",2023-11-30 00:00:00.000000
WINTER 2024 48298,114008,9,20,"",2023-11-30 00:00:00.000000
WINTER 2024 48306,114009,8,20,"",2023-11-30 00:00:00.000000
WINTER 2024 54007,114010,10,20,"",2023-11-30 00:00:00.000000
WINTER 2024 48322,114011,5,4,"",2023-11-30 00:00:00.000000
WINTER 2024 48330,114012,4,4,"",2023-11-30 00:00:00.000000
WINTER 2024 48348,114013,4,4,"",2023-11-30 00:00:00.000000
WINTER 2024 48355,114014,6,4,"",2023-11-30 00:00:00.000000
WINTER 2024 48363,114015,4,4,"",2023-11-30 00:00:00.000000
WINTER 2024 48371,114016,6,4,"",2023-11-30 00:00:00.000000
WINTER 2024 48389,114017,0,80,"",2023-11-30 00:00:00.000000
WINTER 2024 48397,114018,8,8,"",2023-11-30 00:00:00.000000
WINTER 2024 48405,114019,0,100,"",2023-11-30 00:00:00.000000
WINTER 2024 63495,114020,9,12,"",2023-11-30 00:00:00.000000
WINTER 2024 54072,114021,18,20,"",2023-11-30 00:00:00.000000
WINTER 2024 48439,114022,6,15,"",2023-11-30 00:00:00.000000
WINTER 2024 48447,114023,5,12,"",2023-11-30 00:00:00.000000
WINTER 2024 48454,114024,6,20,"",2023-11-30 00:00:00.000000
WINTER 2024 54098,114025,11,20,"",2023-11-30 00:00:00.000000
WINTER 2024 66761,114026,14,15,"",2023-11-30 00:00:00.000000
WINTER 2024 48488,114027,12,12,"",2023-11-30 00:00:00.000000
WINTER 2024 48496,114028,0,100,"",2023-11-30 00:00:00.000000
WINTER 2024 48504,114029,4,20,"",2023-11-30 00:00:00.000000
WINTER 2024 48512,114030,5,20,"",2023-11-30 00:00:00.000000
WINTER 2024 48520,114031,0,20,"",2023-11-30 00:00:00.000000
WINTER 2024 48538,114032,0,10,"",2023-11-30 00:00:00.000000
WINTER 2024 48546,114033,7,12,"",2023-11-30 00:00:00.000000
WINTER 2024 48587,114034,8,9,"",2023-11-30 00:00:00.000000
WINTER 2024 54114,114035,52,60,"",2023-11-30 00:00:00.000000
WINTER 2024 54130,114036,60,60,"",2023-11-30 00:00:00.000000
WINTER 2024 48595,114037,0,10,"",2023-11-30 00:00:00.000000
WINTER 2024 48603,114038,0,5,"",2023-11-30 00:00:00.000000
WINTER 2024 48611,114039,0,10,"",2023-11-30 00:00:00.000000
WINTER 2024 48637,114040,3,20,"",2023-11-30 00:00:00.000000
WINTER 2024 48645,114041,0,15,"",2023-11-30 00:00:00.000000
WINTER 2024 48652,114042,0,35,"",2023-11-30 00:00:00.000000
WINTER 2024 19364,114043,480,480,"",2023-11-30 00:00:00.000000
WINTER 2024 19562,114044,0,30,"",2023-11-30 00:00:00.000000
WINTER 2024 19588,114045,144,144,"",2023-11-30 00:00:00.000000
WINTER 2024 19653,114046,144,144,"",2023-11-30 00:00:00.000000
WINTER 2024 19729,114047,144,144,"",2023-11-30 00:00:00.000000
WINTER 2024 19786,114048,12,12,"",2023-11-30 00:00:00.000000
WINTER 2024 19794,114049,12,12,"",2023-11-30 00:00:00.000000
WINTER 2024 19802,114050,12,12,"",2023-11-30 00:00:00.000000
WINTER 2024 19810,114051,12,12,"",2023-11-30 00:00:00.000000
WINTER 2024 19828,114052,6,6,"",2023-11-30 00:00:00.000000
WINTER 2024 19836,114053,0,0,"",2023-11-30 00:00:00.000000
WINTER 2024 56457,114054,32,32,"",2023-11-30 00:00:00.000000
WINTER 2024 19851,114055,144,144,"",2023-11-30 00:00:00.000000
WINTER 2024 19919,114056,40,40,"",2023-11-30 00:00:00.000000
WINTER 2024 62570,114057,19,19,"",2023-11-30 00:00:00.000000
WINTER 2024 19927,114058,60,60,"",2023-11-30 00:00:00.000000
WINTER 2024 56473,114059,60,60,"",2023-11-30 00:00:00.000000
WINTER 2024 19935,114060,40,40,"",2023-11-30 00:00:00.000000
WINTER 2024 56499,114061,144,144,"",2023-11-30 00:00:00.000000
WINTER 2024 56556,114062,52,50,"",2023-11-30 00:00:00.000000
WINTER 2024 56580,114063,149,146,"",2023-11-30 00:00:00.000000
WINTER 2024 19992,114064,24,24,"",2023-11-30 00:00:00.000000
WINTER 2024 56622,114065,44,40,"",2023-11-30 00:00:00.000000
WINTER 2024 20040,114066,192,192,"",2023-11-30 00:00:00.000000
WINTER 2024 20172,114067,44,44,"",2023-11-30 00:00:00.000000
WINTER 2024 20198,114068,40,40,"",2023-11-30 00:00:00.000000
WINTER 2024 56630,114069,20,20,"",2023-11-30 00:00:00.000000
WINTER 2024 20206,114070,35,35,"",2023-11-30 00:00:00.000000
WINTER 2024 56648,114071,45,40,"",2023-11-30 00:00:00.000000
WINTER 2024 20255,114072,30,30,"",2023-11-30 00:00:00.000000
WINTER 2024 20305,114073,40,40,"",2023-11-30 00:00:00.000000
WINTER 2024 56655,114074,50,50,"",2023-11-30 00:00:00.000000
WINTER 2024 20313,114075,35,35,"",2023-11-30 00:00:00.000000
WINTER 2024 20321,114076,0,1,"",2023-11-30 00:00:00.000000
WINTER 2024 56663,114077,18,40,"",2023-11-30 00:00:00.000000
WINTER 2024 20370,114078,20,25,"",2023-11-30 00:00:00.000000
WINTER 2024 20388,114079,0,0,"",2023-11-30 00:00:00.000000
WINTER 2024 20396,114080,0,30,"",2023-11-30 00:00:00.000000
WINTER 2024 20404,114081,0,30,"",2023-11-30 00:00:00.000000
WINTER 2024 02378,114082,7,10,"",2023-11-30 00:00:00.000000
WINTER 2024 32003,114083,523,850,"",2023-11-30 00:00:00.000000
WINTER 2024 32029,114084,312,312,"",2023-11-30 00:00:00.000000
WINTER 2024 32060,114085,1,10,"",2023-11-30 00:00:00.000000
WINTER 2024 32078,114086,20,20,"",2023-11-30 00:00:00.000000
WINTER 2024 32086,114087,20,20,"",2023-11-30 00:00:00.000000
WINTER 2024 32094,114088,20,20,"",2023-11-30 00:00:00.000000
WINTER 2024 32102,114089,20,20,"",2023-11-30 00:00:00.000000
WINTER 2024 32110,114090,20,20,"",2023-11-30 00:00:00.000000
WINTER 2024 32128,114091,20,20,"",2023-11-30 00:00:00.000000
WINTER 2024 32136,114092,20,20,"",2023-11-30 00:00:00.000000
WINTER 2024 32144,114093,20,20,"",2023-11-30 00:00:00.000000
WINTER 2024 32151,114094,20,20,"",2023-11-30 00:00:00.000000
WINTER 2024 32169,114095,20,20,"",2023-11-30 00:00:00.000000
WINTER 2024 32177,114096,20,20,"",2023-11-30 00:00:00.000000
WINTER 2024 32185,114097,20,20,"",2023-11-30 00:00:00.000000
WINTER 2024 32193,114098,20,20,"",2023-11-30 00:00:00.000000
WINTER 2024 32201,114099,20,20,"",2023-11-30 00:00:00.000000
WINTER 2024 32219,114100,20,20,"",2023-11-30 00:00:00.000000
WINTER 2024 32227,114101,20,20,"",2023-11-30 00:00:00.000000
WINTER 2024 32235,114102,20,20,"",2023-11-30 00:00:00.000000
WINTER 2024 32243,114103,20,20,"",2023-11-30 00:00:00.000000
WINTER 2024 32268,114104,20,20,"",2023-11-30 00:00:00.000000
WINTER 2024 32276,114105,20,20,"",2023-11-30 00:00:00.000000
WINTER 2024 32284,114106,20,20,"",2023-11-30 00:00:00.000000
WINTER 2024 32300,114107,20,20,"",2023-11-30 00:00:00.000000
WINTER 2024 32318,114108,20,20,"",2023-11-30 00:00:00.000000
WINTER 2024 32326,114109,20,20,"",2023-11-30 00:00:00.000000
WINTER 2024 32359,114110,20,20,"",2023-11-30 00:00:00.000000
WINTER 2024 32367,114111,20,20,"",2023-11-30 00:00:00.000000
WINTER 2024 32383,114112,20,20,"",2023-11-30 00:00:00.000000
WINTER 2024 32391,114113,20,20,"",2023-11-30 00:00:00.000000
WINTER 2024 32409,114114,20,20,"",2023-11-30 00:00:00.000000
WINTER 2024 32417,114115,20,20,"",2023-11-30 00:00:00.000000
WINTER 2024 32425,114116,20,20,"",2023-11-30 00:00:00.000000
WINTER 2024 32441,114117,20,20,"",2023-11-30 00:00:00.000000
WINTER 2024 32458,114118,20,20,"",2023-11-30 00:00:00.000000
WINTER 2024 32466,114119,20,20,"",2023-11-30 00:00:00.000000
WINTER 2024 32474,114120,20,20,"",2023-11-30 00:00:00.000000
WINTER 2024 32482,114121,20,20,"",2023-11-30 00:00:00.000000
WINTER 2024 32490,114122,20,20,"",2023-11-30 00:00:00.000000
WINTER 2024 32508,114123,20,20,"",2023-11-30 00:00:00.000000
WINTER 2024 55517,114124,20,35,"",2023-11-30 00:00:00.000000
WINTER 2024 32516,114125,7,35,"",2023-11-30 00:00:00.000000
WINTER 2024 32532,114126,8,35,"",2023-11-30 00:00:00.000000
WINTER 2024 32557,114127,39,40,"",2023-11-30 00:00:00.000000
WINTER 2024 32607,114128,77,77,"",2023-11-30 00:00:00.000000
WINTER 2024 32615,114129,0,1,"",2023-11-30 00:00:00.000000
WINTER 2024 32631,114130,0,1,"",2023-11-30 00:00:00.000000
WINTER 2024 32649,114131,0,1,"",2023-11-30 00:00:00.000000
WINTER 2024 32664,114132,292,306,"",2023-11-30 00:00:00.000000
WINTER 2024 32789,114133,22,25,"",2023-11-30 00:00:00.000000
WINTER 2024 55533,114134,18,25,"",2023-11-30 00:00:00.000000
WINTER 2024 32813,114135,150,150,"",2023-11-30 00:00:00.000000
WINTER 2024 32904,114136,150,150,"",2023-11-30 00:00:00.000000
WINTER 2024 32979,114137,12,25,"",2023-11-30 00:00:00.000000
WINTER 2024 32995,114138,18,18,"",2023-11-30 00:00:00.000000
WINTER 2024 33019,114139,18,18,"",2023-11-30 00:00:00.000000
WINTER 2024 33050,114140,225,225,"",2023-11-30 00:00:00.000000
WINTER 2024 33183,114141,171,206,"",2023-11-30 00:00:00.000000
WINTER 2024 33282,114142,200,200,"",2023-11-30 00:00:00.000000
WINTER 2024 33381,114143,15,15,"",2023-11-30 00:00:00.000000
WINTER 2024 33407,114144,15,15,"",2023-11-30 00:00:00.000000
WINTER 2024 33423,114145,15,15,"",2023-11-30 00:00:00.000000
WINTER 2024 33449,114146,15,15,"",2023-11-30 00:00:00.000000
