class_id,id,enrolled,capacity,message,timestamp
WINTER 2024 51797,106045,24,24,"",2023-11-17 00:00:00.000000
WINTER 2024 62026,106046,24,24,"",2023-11-17 00:00:00.000000
WINTER 2024 62042,106047,0,25,"",2023-11-17 00:00:00.000000
WINTER 2024 62059,106048,0,25,"",2023-11-17 00:00:00.000000
WINTER 2024 62067,106049,0,25,"",2023-11-17 00:00:00.000000
WINTER 2024 62075,106050,25,25,"",2023-11-17 00:00:00.000000
WINTER 2024 62083,106051,0,25,"",2023-11-17 00:00:00.000000
WINTER 2024 49510,106052,6,25,"",2023-11-17 00:00:00.000000
WINTER 2024 49585,106053,0,10,"",2023-11-17 00:00:00.000000
WINTER 2024 51805,106054,25,25,"",2023-11-17 00:00:00.000000
WINTER 2024 62133,106055,25,25,"",2023-11-17 00:00:00.000000
WINTER 2024 49593,106056,25,25,"",2023-11-17 00:00:00.000000
WINTER 2024 49601,106057,21,25,"",2023-11-17 00:00:00.000000
WINTER 2024 49619,106058,5,25,"",2023-11-17 00:00:00.000000
WINTER 2024 49627,106059,6,25,"",2023-11-17 00:00:00.000000
WINTER 2024 49643,106060,24,24,"",2023-11-17 00:00:00.000000
WINTER 2024 49650,106061,25,25,"",2023-11-17 00:00:00.000000
WINTER 2024 51813,106062,26,25,"",2023-11-17 00:00:00.000000
WINTER 2024 49668,106063,21,20,"",2023-11-17 00:00:00.000000
WINTER 2024 51821,106064,25,24,"",2023-11-17 00:00:00.000000
WINTER 2024 49684,106065,25,24,"",2023-11-17 00:00:00.000000
WINTER 2024 51839,106066,25,25,"",2023-11-17 00:00:00.000000
WINTER 2024 49692,106067,25,25,"",2023-11-17 00:00:00.000000
WINTER 2024 49700,106068,25,25,"",2023-11-17 00:00:00.000000
WINTER 2024 49759,106069,25,25,"",2023-11-17 00:00:00.000000
WINTER 2024 51854,106070,24,24,"",2023-11-17 00:00:00.000000
WINTER 2024 49809,106071,0,25,"",2023-11-17 00:00:00.000000
WINTER 2024 49817,106072,22,20,"",2023-11-17 00:00:00.000000
WINTER 2024 49825,106073,24,24,"",2023-11-17 00:00:00.000000
WINTER 2024 49833,106074,24,23,"",2023-11-17 00:00:00.000000
WINTER 2024 49858,106075,25,25,"",2023-11-17 00:00:00.000000
WINTER 2024 49866,106076,25,25,"",2023-11-17 00:00:00.000000
WINTER 2024 49874,106077,25,25,"",2023-11-17 00:00:00.000000
WINTER 2024 49882,106078,25,25,"",2023-11-17 00:00:00.000000
WINTER 2024 65896,106079,24,24,"",2023-11-17 00:00:00.000000
WINTER 2024 49940,106080,24,24,"",2023-11-17 00:00:00.000000
WINTER 2024 49965,106081,25,25,"",2023-11-17 00:00:00.000000
WINTER 2024 49973,106082,25,25,"",2023-11-17 00:00:00.000000
WINTER 2024 51862,106083,24,24,"",2023-11-17 00:00:00.000000
WINTER 2024 51870,106084,25,25,"",2023-11-17 00:00:00.000000
WINTER 2024 49981,106085,24,24,"",2023-11-17 00:00:00.000000
WINTER 2024 51888,106086,25,25,"",2023-11-17 00:00:00.000000
WINTER 2024 49999,106087,25,25,"",2023-11-17 00:00:00.000000
WINTER 2024 50005,106088,25,25,"",2023-11-17 00:00:00.000000
WINTER 2024 51896,106089,25,24,"",2023-11-17 00:00:00.000000
WINTER 2024 51904,106090,25,25,"",2023-11-17 00:00:00.000000
WINTER 2024 50047,106091,13,25,"",2023-11-17 00:00:00.000000
WINTER 2024 50054,106092,16,25,"",2023-11-17 00:00:00.000000
WINTER 2024 50062,106093,19,25,"",2023-11-17 00:00:00.000000
WINTER 2024 50070,106094,8,25,"",2023-11-17 00:00:00.000000
WINTER 2024 50088,106095,13,25,"",2023-11-17 00:00:00.000000
WINTER 2024 50096,106096,13,25,"",2023-11-17 00:00:00.000000
WINTER 2024 50104,106097,11,25,"",2023-11-17 00:00:00.000000
WINTER 2024 50112,106098,0,5,"",2023-11-17 00:00:00.000000
WINTER 2024 51938,106099,6,18,"",2023-11-17 00:00:00.000000
WINTER 2024 27805,106100,9,18,"",2023-11-17 00:00:00.000000
WINTER 2024 27813,106101,11,18,"",2023-11-17 00:00:00.000000
WINTER 2024 27821,106102,1,18,"",2023-11-17 00:00:00.000000
WINTER 2024 27839,106103,16,18,"",2023-11-17 00:00:00.000000
WINTER 2024 27847,106104,10,18,"",2023-11-17 00:00:00.000000
WINTER 2024 27854,106105,10,18,"",2023-11-17 00:00:00.000000
WINTER 2024 27862,106106,11,18,"",2023-11-17 00:00:00.000000
WINTER 2024 27888,106107,18,18,"",2023-11-17 00:00:00.000000
WINTER 2024 27896,106108,18,18,"",2023-11-17 00:00:00.000000
WINTER 2024 27904,106109,5,18,"",2023-11-17 00:00:00.000000
WINTER 2024 27912,106110,18,18,"",2023-11-17 00:00:00.000000
WINTER 2024 51946,106111,11,18,"",2023-11-17 00:00:00.000000
WINTER 2024 28688,106112,18,18,"",2023-11-17 00:00:00.000000
WINTER 2024 28696,106113,0,18,"",2023-11-17 00:00:00.000000
WINTER 2024 28704,106114,3,18,"",2023-11-17 00:00:00.000000
WINTER 2024 28712,106115,10,18,"",2023-11-17 00:00:00.000000
WINTER 2024 27920,106116,0,15,"",2023-11-17 00:00:00.000000
WINTER 2024 27938,106117,0,15,"",2023-11-17 00:00:00.000000
WINTER 2024 27946,106118,0,15,"",2023-11-17 00:00:00.000000
WINTER 2024 27953,106119,3,20,"",2023-11-17 00:00:00.000000
WINTER 2024 27961,106120,18,18,"",2023-11-17 00:00:00.000000
WINTER 2024 27979,106121,18,18,"",2023-11-17 00:00:00.000000
WINTER 2024 27987,106122,18,18,"",2023-11-17 00:00:00.000000
WINTER 2024 27995,106123,9,18,"",2023-11-17 00:00:00.000000
WINTER 2024 28720,106124,18,18,"",2023-11-17 00:00:00.000000
WINTER 2024 28738,106125,15,18,"",2023-11-17 00:00:00.000000
WINTER 2024 28746,106126,3,18,"",2023-11-17 00:00:00.000000
WINTER 2024 62737,106127,3,20,"",2023-11-17 00:00:00.000000
WINTER 2024 28019,106128,119,120,"",2023-11-17 00:00:00.000000
WINTER 2024 28068,106129,269,270,"",2023-11-17 00:00:00.000000
WINTER 2024 28159,106130,0,0,"",2023-11-17 00:00:00.000000
WINTER 2024 53447,106131,15,60,"",2023-11-17 00:00:00.000000
WINTER 2024 28175,106132,60,60,"",2023-11-17 00:00:00.000000
WINTER 2024 28209,106133,42,60,"",2023-11-17 00:00:00.000000
WINTER 2024 28357,106134,61,60,"",2023-11-17 00:00:00.000000
WINTER 2024 28373,106135,18,25,"",2023-11-17 00:00:00.000000
WINTER 2024 53488,106136,46,60,"",2023-11-17 00:00:00.000000
WINTER 2024 28423,106137,0,0,"",2023-11-17 00:00:00.000000
WINTER 2024 53504,106138,0,15,"",2023-11-17 00:00:00.000000
WINTER 2024 28449,106139,3,15,"",2023-11-17 00:00:00.000000
WINTER 2024 28456,106140,0,10,"",2023-11-17 00:00:00.000000
WINTER 2024 28464,106141,0,10,"",2023-11-17 00:00:00.000000
WINTER 2024 28472,106142,0,30,"",2023-11-17 00:00:00.000000
WINTER 2024 24802,106143,5,24,"",2023-11-17 00:00:00.000000
WINTER 2024 24828,106144,1,10,"",2023-11-17 00:00:00.000000
WINTER 2024 54932,106145,1,8,"",2023-11-17 00:00:00.000000
WINTER 2024 24844,106146,0,5,"",2023-11-17 00:00:00.000000
WINTER 2024 27706,106147,5,10,"",2023-11-17 00:00:00.000000
WINTER 2024 27714,106148,10,10,"",2023-11-17 00:00:00.000000
WINTER 2024 27722,106149,0,15,"",2023-11-17 00:00:00.000000
WINTER 2024 54916,106150,1,12,"",2023-11-17 00:00:00.000000
WINTER 2024 27748,106151,0,10,"",2023-11-17 00:00:00.000000
WINTER 2024 34611,106152,80,96,"",2023-11-17 00:00:00.000000
WINTER 2024 34652,106153,8,35,"",2023-11-17 00:00:00.000000
WINTER 2024 34678,106154,31,64,"",2023-11-17 00:00:00.000000
WINTER 2024 34769,106155,39,95,"",2023-11-17 00:00:00.000000
WINTER 2024 34793,106156,0,60,"",2023-11-17 00:00:00.000000
WINTER 2024 34801,106157,0,90,"",2023-11-17 00:00:00.000000
WINTER 2024 34819,106158,0,5,"",2023-11-17 00:00:00.000000
WINTER 2024 34827,106159,0,9,"",2023-11-17 00:00:00.000000
WINTER 2024 56382,106160,91,100,"",2023-11-17 00:00:00.000000
WINTER 2024 56333,106161,12,12,"",2023-11-17 00:00:00.000000
WINTER 2024 34884,106162,12,12,"",2023-11-17 00:00:00.000000
WINTER 2024 63727,106163,25,25,"",2023-11-17 00:00:00.000000
WINTER 2024 34900,106164,18,30,"",2023-11-17 00:00:00.000000
WINTER 2024 51300,106165,24,25,"",2023-11-17 00:00:00.000000
WINTER 2024 51268,106166,12,25,"",2023-11-17 00:00:00.000000
WINTER 2024 34942,106167,24,24,"",2023-11-17 00:00:00.000000
WINTER 2024 51144,106168,6,6,"",2023-11-17 00:00:00.000000
WINTER 2024 34967,106169,58,100,"",2023-11-17 00:00:00.000000
WINTER 2024 34983,106170,43,50,"",2023-11-17 00:00:00.000000
WINTER 2024 34991,106171,70,90,"",2023-11-17 00:00:00.000000
WINTER 2024 35006,106172,24,24,"",2023-11-17 00:00:00.000000
WINTER 2024 51193,106173,24,35,"",2023-11-17 00:00:00.000000
WINTER 2024 35014,106174,30,30,"",2023-11-17 00:00:00.000000
WINTER 2024 66712,106175,4,10,"",2023-11-17 00:00:00.000000
WINTER 2024 35030,106176,43,89,"",2023-11-17 00:00:00.000000
WINTER 2024 35048,106177,0,10,"",2023-11-17 00:00:00.000000
WINTER 2024 35055,106178,0,50,"",2023-11-17 00:00:00.000000
WINTER 2024 35063,106179,0,25,"",2023-11-17 00:00:00.000000
WINTER 2024 48090,106180,74,75,"",2023-11-17 00:00:00.000000
WINTER 2024 48181,106181,18,18,"",2023-11-17 00:00:00.000000
WINTER 2024 48199,106182,18,18,"",2023-11-17 00:00:00.000000
WINTER 2024 48207,106183,18,18,"",2023-11-17 00:00:00.000000
WINTER 2024 48215,106184,18,18,"",2023-11-17 00:00:00.000000
WINTER 2024 48249,106185,18,18,"",2023-11-17 00:00:00.000000
WINTER 2024 48256,106186,18,18,"",2023-11-17 00:00:00.000000
WINTER 2024 48264,106187,18,18,"",2023-11-17 00:00:00.000000
WINTER 2024 48272,106188,18,18,"",2023-11-17 00:00:00.000000
WINTER 2024 48280,106189,8,20,"",2023-11-17 00:00:00.000000
WINTER 2024 48298,106190,6,20,"",2023-11-17 00:00:00.000000
WINTER 2024 48306,106191,6,20,"",2023-11-17 00:00:00.000000
WINTER 2024 54007,106192,7,20,"",2023-11-17 00:00:00.000000
WINTER 2024 48322,106193,5,4,"",2023-11-17 00:00:00.000000
WINTER 2024 48330,106194,4,4,"",2023-11-17 00:00:00.000000
WINTER 2024 48348,106195,4,4,"",2023-11-17 00:00:00.000000
WINTER 2024 48355,106196,5,4,"",2023-11-17 00:00:00.000000
WINTER 2024 48363,106197,4,4,"",2023-11-17 00:00:00.000000
WINTER 2024 48371,106198,4,4,"",2023-11-17 00:00:00.000000
WINTER 2024 48389,106199,0,80,"",2023-11-17 00:00:00.000000
WINTER 2024 48397,106200,6,8,"",2023-11-17 00:00:00.000000
WINTER 2024 48405,106201,0,100,"",2023-11-17 00:00:00.000000
WINTER 2024 63495,106202,9,12,"",2023-11-17 00:00:00.000000
WINTER 2024 54072,106203,10,20,"",2023-11-17 00:00:00.000000
WINTER 2024 48439,106204,5,15,"",2023-11-17 00:00:00.000000
WINTER 2024 48447,106205,5,12,"",2023-11-17 00:00:00.000000
WINTER 2024 48454,106206,5,20,"",2023-11-17 00:00:00.000000
WINTER 2024 54098,106207,8,20,"",2023-11-17 00:00:00.000000
WINTER 2024 66761,106208,6,15,"",2023-11-17 00:00:00.000000
WINTER 2024 48488,106209,12,12,"",2023-11-17 00:00:00.000000
WINTER 2024 48496,106210,0,100,"",2023-11-17 00:00:00.000000
WINTER 2024 48504,106211,3,20,"",2023-11-17 00:00:00.000000
WINTER 2024 48512,106212,5,20,"",2023-11-17 00:00:00.000000
WINTER 2024 48520,106213,0,20,"",2023-11-17 00:00:00.000000
WINTER 2024 48538,106214,0,10,"",2023-11-17 00:00:00.000000
WINTER 2024 48546,106215,6,12,"",2023-11-17 00:00:00.000000
WINTER 2024 48587,106216,4,9,"",2023-11-17 00:00:00.000000
WINTER 2024 54114,106217,37,60,"",2023-11-17 00:00:00.000000
WINTER 2024 54130,106218,45,60,"",2023-11-17 00:00:00.000000
WINTER 2024 48595,106219,0,10,"",2023-11-17 00:00:00.000000
WINTER 2024 48603,106220,0,5,"",2023-11-17 00:00:00.000000
WINTER 2024 48611,106221,0,10,"",2023-11-17 00:00:00.000000
WINTER 2024 48637,106222,3,20,"",2023-11-17 00:00:00.000000
WINTER 2024 48645,106223,0,15,"",2023-11-17 00:00:00.000000
WINTER 2024 48652,106224,0,35,"",2023-11-17 00:00:00.000000
WINTER 2024 19364,106225,476,480,"",2023-11-17 00:00:00.000000
WINTER 2024 19562,106226,0,30,"",2023-11-17 00:00:00.000000
WINTER 2024 19588,106227,144,144,"",2023-11-17 00:00:00.000000
WINTER 2024 19653,106228,144,144,"",2023-11-17 00:00:00.000000
WINTER 2024 19729,106229,128,144,"",2023-11-17 00:00:00.000000
WINTER 2024 19786,106230,12,12,"",2023-11-17 00:00:00.000000
WINTER 2024 19794,106231,12,12,"",2023-11-17 00:00:00.000000
WINTER 2024 19802,106232,12,12,"",2023-11-17 00:00:00.000000
WINTER 2024 19810,106233,12,12,"",2023-11-17 00:00:00.000000
WINTER 2024 19828,106234,6,6,"",2023-11-17 00:00:00.000000
WINTER 2024 19836,106235,0,0,"",2023-11-17 00:00:00.000000
WINTER 2024 56457,106236,24,30,"",2023-11-17 00:00:00.000000
WINTER 2024 19851,106237,144,144,"",2023-11-17 00:00:00.000000
WINTER 2024 19919,106238,39,40,"",2023-11-17 00:00:00.000000
WINTER 2024 62570,106239,19,19,"",2023-11-17 00:00:00.000000
WINTER 2024 19927,106240,60,60,"",2023-11-17 00:00:00.000000
WINTER 2024 56473,106241,60,60,"",2023-11-17 00:00:00.000000
WINTER 2024 19935,106242,40,40,"",2023-11-17 00:00:00.000000
WINTER 2024 56499,106243,144,144,"",2023-11-17 00:00:00.000000
WINTER 2024 56556,106244,87,90,"",2023-11-17 00:00:00.000000
WINTER 2024 56580,106245,146,146,"",2023-11-17 00:00:00.000000
WINTER 2024 19992,106246,23,24,"",2023-11-17 00:00:00.000000
WINTER 2024 56622,106247,41,40,"",2023-11-17 00:00:00.000000
WINTER 2024 20040,106248,191,192,"",2023-11-17 00:00:00.000000
WINTER 2024 20172,106249,44,44,"",2023-11-17 00:00:00.000000
WINTER 2024 20198,106250,33,40,"",2023-11-17 00:00:00.000000
WINTER 2024 56630,106251,21,20,"",2023-11-17 00:00:00.000000
WINTER 2024 20206,106252,23,35,"",2023-11-17 00:00:00.000000
WINTER 2024 56648,106253,40,40,"",2023-11-17 00:00:00.000000
WINTER 2024 20255,106254,25,30,"",2023-11-17 00:00:00.000000
WINTER 2024 20305,106255,40,40,"",2023-11-17 00:00:00.000000
WINTER 2024 56655,106256,50,50,"",2023-11-17 00:00:00.000000
WINTER 2024 20313,106257,34,35,"",2023-11-17 00:00:00.000000
WINTER 2024 20321,106258,0,1,"",2023-11-17 00:00:00.000000
WINTER 2024 56663,106259,12,40,"",2023-11-17 00:00:00.000000
WINTER 2024 20370,106260,16,25,"",2023-11-17 00:00:00.000000
WINTER 2024 20388,106261,0,0,"",2023-11-17 00:00:00.000000
WINTER 2024 20396,106262,0,30,"",2023-11-17 00:00:00.000000
WINTER 2024 20404,106263,0,30,"",2023-11-17 00:00:00.000000
WINTER 2024 02378,106264,7,10,"",2023-11-17 00:00:00.000000
WINTER 2024 32003,106265,466,850,"",2023-11-17 00:00:00.000000
WINTER 2024 32029,106266,304,304,"",2023-11-17 00:00:00.000000
WINTER 2024 32060,106267,1,10,"",2023-11-17 00:00:00.000000
WINTER 2024 32078,106268,20,20,"",2023-11-17 00:00:00.000000
WINTER 2024 32086,106269,20,20,"",2023-11-17 00:00:00.000000
WINTER 2024 32094,106270,20,20,"",2023-11-17 00:00:00.000000
WINTER 2024 32102,106271,20,20,"",2023-11-17 00:00:00.000000
WINTER 2024 32110,106272,20,20,"",2023-11-17 00:00:00.000000
WINTER 2024 32128,106273,20,20,"",2023-11-17 00:00:00.000000
WINTER 2024 32136,106274,20,20,"",2023-11-17 00:00:00.000000
WINTER 2024 32144,106275,20,20,"",2023-11-17 00:00:00.000000
WINTER 2024 32151,106276,20,20,"",2023-11-17 00:00:00.000000
WINTER 2024 32169,106277,20,20,"",2023-11-17 00:00:00.000000
WINTER 2024 32177,106278,20,20,"",2023-11-17 00:00:00.000000
WINTER 2024 32185,106279,20,20,"",2023-11-17 00:00:00.000000
WINTER 2024 32193,106280,20,20,"",2023-11-17 00:00:00.000000
WINTER 2024 32201,106281,20,20,"",2023-11-17 00:00:00.000000
WINTER 2024 32219,106282,20,20,"",2023-11-17 00:00:00.000000
WINTER 2024 32227,106283,20,20,"",2023-11-17 00:00:00.000000
WINTER 2024 32235,106284,20,20,"",2023-11-17 00:00:00.000000
WINTER 2024 32243,106285,20,20,"",2023-11-17 00:00:00.000000
WINTER 2024 32268,106286,20,20,"",2023-11-17 00:00:00.000000
WINTER 2024 32276,106287,20,20,"",2023-11-17 00:00:00.000000
WINTER 2024 32284,106288,20,20,"",2023-11-17 00:00:00.000000
WINTER 2024 32300,106289,20,20,"",2023-11-17 00:00:00.000000
WINTER 2024 32318,106290,20,20,"",2023-11-17 00:00:00.000000
WINTER 2024 32326,106291,20,20,"",2023-11-17 00:00:00.000000
WINTER 2024 32359,106292,20,20,"",2023-11-17 00:00:00.000000
WINTER 2024 32367,106293,20,20,"",2023-11-17 00:00:00.000000
WINTER 2024 32383,106294,20,20,"",2023-11-17 00:00:00.000000
WINTER 2024 32391,106295,20,20,"",2023-11-17 00:00:00.000000
WINTER 2024 32409,106296,20,20,"",2023-11-17 00:00:00.000000
WINTER 2024 32417,106297,20,20,"",2023-11-17 00:00:00.000000
WINTER 2024 32425,106298,20,20,"",2023-11-17 00:00:00.000000
WINTER 2024 32441,106299,20,20,"",2023-11-17 00:00:00.000000
WINTER 2024 32458,106300,20,20,"",2023-11-17 00:00:00.000000
WINTER 2024 32466,106301,20,20,"",2023-11-17 00:00:00.000000
WINTER 2024 32474,106302,20,20,"",2023-11-17 00:00:00.000000
WINTER 2024 32482,106303,20,20,"",2023-11-17 00:00:00.000000
WINTER 2024 32490,106304,20,20,"",2023-11-17 00:00:00.000000
WINTER 2024 32508,106305,20,20,"",2023-11-17 00:00:00.000000
WINTER 2024 55517,106306,10,10,"",2023-11-17 00:00:00.000000
WINTER 2024 32516,106307,5,5,"",2023-11-17 00:00:00.000000
WINTER 2024 32532,106308,5,5,"",2023-11-17 00:00:00.000000
WINTER 2024 32557,106309,33,40,"",2023-11-17 00:00:00.000000
WINTER 2024 32607,106310,63,77,"",2023-11-17 00:00:00.000000
WINTER 2024 32615,106311,0,1,"",2023-11-17 00:00:00.000000
WINTER 2024 32631,106312,0,1,"",2023-11-17 00:00:00.000000
WINTER 2024 32649,106313,0,1,"",2023-11-17 00:00:00.000000
WINTER 2024 32664,106314,265,306,"",2023-11-17 00:00:00.000000
WINTER 2024 32789,106315,23,25,"",2023-11-17 00:00:00.000000
WINTER 2024 55533,106316,15,25,"",2023-11-17 00:00:00.000000
WINTER 2024 32813,106317,150,150,"",2023-11-17 00:00:00.000000
WINTER 2024 32904,106318,150,150,"",2023-11-17 00:00:00.000000
WINTER 2024 32979,106319,11,25,"",2023-11-17 00:00:00.000000
WINTER 2024 32995,106320,18,18,"",2023-11-17 00:00:00.000000
WINTER 2024 33019,106321,18,18,"",2023-11-17 00:00:00.000000
WINTER 2024 33050,106322,225,225,"",2023-11-17 00:00:00.000000
WINTER 2024 33183,106323,154,206,"",2023-11-17 00:00:00.000000
WINTER 2024 33282,106324,187,200,"",2023-11-17 00:00:00.000000
WINTER 2024 33381,106325,15,15,"",2023-11-17 00:00:00.000000
WINTER 2024 33407,106326,15,15,"",2023-11-17 00:00:00.000000
WINTER 2024 33423,106327,15,15,"",2023-11-17 00:00:00.000000
WINTER 2024 33449,106328,15,15,"",2023-11-17 00:00:00.000000
WINTER 2024 33506,106329,60,65,"",2023-11-17 00:00:00.000000
WINTER 2024 33548,106330,70,72,"",2023-11-17 00:00:00.000000
WINTER 2024 33605,106331,22,22,"",2023-11-17 00:00:00.000000
WINTER 2024 33621,106332,14,22,"",2023-11-17 00:00:00.000000
WINTER 2024 33647,106333,19,22,"",2023-11-17 00:00:00.000000
WINTER 2024 33654,106334,74,125,"",2023-11-17 00:00:00.000000
WINTER 2024 33670,106335,20,20,"",2023-11-17 00:00:00.000000
WINTER 2024 33696,106336,7,20,"",2023-11-17 00:00:00.000000
WINTER 2024 33845,106337,31,50,"",2023-11-17 00:00:00.000000
WINTER 2024 33886,106338,64,64,"",2023-11-17 00:00:00.000000
WINTER 2024 33910,106339,0,1,"",2023-11-17 00:00:00.000000
WINTER 2024 33928,106340,0,1,"",2023-11-17 00:00:00.000000
WINTER 2024 33936,106341,2,5,"",2023-11-17 00:00:00.000000
WINTER 2024 33944,106342,0,1,"",2023-11-17 00:00:00.000000
WINTER 2024 33951,106343,0,0,"",2023-11-17 00:00:00.000000
WINTER 2024 33969,106344,0,15,"",2023-11-17 00:00:00.000000
WINTER 2024 33977,106345,0,5,"",2023-11-17 00:00:00.000000
WINTER 2024 33985,106346,0,10,"",2023-11-17 00:00:00.000000
WINTER 2024 33993,106347,0,8,"",2023-11-17 00:00:00.000000
WINTER 2024 34009,106348,15,15,"",2023-11-17 00:00:00.000000
WINTER 2024 34017,106349,0,5,"",2023-11-17 00:00:00.000000
WINTER 2024 34033,106350,0,1,"",2023-11-17 00:00:00.000000
WINTER 2024 34041,106351,0,1,"",2023-11-17 00:00:00.000000
WINTER 2024 34058,106352,0,1,"",2023-11-17 00:00:00.000000
WINTER 2024 21360,106353,235,250,"",2023-11-17 00:00:00.000000
WINTER 2024 21394,106354,1,30,"",2023-11-17 00:00:00.000000
WINTER 2024 21402,106355,0,20,"",2023-11-17 00:00:00.000000
WINTER 2024 21410,106356,30,30,"",2023-11-17 00:00:00.000000
WINTER 2024 21428,106357,100,100,"",2023-11-17 00:00:00.000000
WINTER 2024 58891,106358,50,50,"",2023-11-17 00:00:00.000000
WINTER 2024 21444,106359,50,50,"",2023-11-17 00:00:00.000000
WINTER 2024 21451,106360,50,50,"",2023-11-17 00:00:00.000000
WINTER 2024 21477,106361,50,50,"",2023-11-17 00:00:00.000000
WINTER 2024 21485,106362,0,10,"",2023-11-17 00:00:00.000000
WINTER 2024 21493,106363,3,20,"",2023-11-17 00:00:00.000000
WINTER 2024 21501,106364,0,20,"",2023-11-17 00:00:00.000000
WINTER 2024 21519,106365,1,20,"",2023-11-17 00:00:00.000000
WINTER 2024 51524,106366,99,100,"",2023-11-17 00:00:00.000000
WINTER 2024 51573,106367,0,5,"",2023-11-17 00:00:00.000000
WINTER 2024 27649,106368,0,5,"",2023-11-17 00:00:00.000000
WINTER 2024 51565,106369,0,5,"",2023-11-17 00:00:00.000000
WINTER 2024 51581,106370,0,3,"",2023-11-17 00:00:00.000000
WINTER 2024 27656,106371,0,5,"",2023-11-17 00:00:00.000000
WINTER 2024 27664,106372,0,5,"",2023-11-17 00:00:00.000000
WINTER 2024 27672,106373,0,10,"",2023-11-17 00:00:00.000000
WINTER 2024 35261,106374,0,20,"",2023-11-17 00:00:00.000000
WINTER 2024 09910,106375,15,25,"",2023-11-17 00:00:00.000000
WINTER 2024 09936,106376,509,510,"",2023-11-17 00:00:00.000000
WINTER 2024 52241,106377,22,25,"",2023-11-17 00:00:00.000000
WINTER 2024 09944,106378,17,15,"",2023-11-17 00:00:00.000000
WINTER 2024 09951,106379,5,15,"",2023-11-17 00:00:00.000000
WINTER 2024 09969,106380,10,30,"",2023-11-17 00:00:00.000000
WINTER 2024 09977,106381,15,15,"",2023-11-17 00:00:00.000000
WINTER 2024 09985,106382,2,15,"",2023-11-17 00:00:00.000000
WINTER 2024 62869,106383,8,10,"",2023-11-17 00:00:00.000000
WINTER 2024 09993,106384,16,15,"",2023-11-17 00:00:00.000000
WINTER 2024 62844,106385,15,15,"",2023-11-17 00:00:00.000000
WINTER 2024 10009,106386,25,25,"",2023-11-17 00:00:00.000000
WINTER 2024 10017,106387,13,20,"",2023-11-17 00:00:00.000000
WINTER 2024 10025,106388,0,50,"",2023-11-17 00:00:00.000000
WINTER 2024 10041,106389,20,20,"",2023-11-17 00:00:00.000000
WINTER 2024 10058,106390,9,20,"",2023-11-17 00:00:00.000000
WINTER 2024 10074,106391,5,25,"",2023-11-17 00:00:00.000000
WINTER 2024 10082,106392,0,100,"",2023-11-17 00:00:00.000000
WINTER 2024 10090,106393,5,25,"",2023-11-17 00:00:00.000000
WINTER 2024 10108,106394,4,25,"",2023-11-17 00:00:00.000000
WINTER 2024 10124,106395,9,25,"",2023-11-17 00:00:00.000000
WINTER 2024 68510,106396,3,25,"",2023-11-17 00:00:00.000000
WINTER 2024 10132,106397,0,25,"",2023-11-17 00:00:00.000000
WINTER 2024 62877,106398,4,10,"",2023-11-17 00:00:00.000000
WINTER 2024 10140,106399,3,15,"",2023-11-17 00:00:00.000000
WINTER 2024 62851,106400,6,15,"",2023-11-17 00:00:00.000000
WINTER 2024 10157,106401,2,15,"",2023-11-17 00:00:00.000000
WINTER 2024 10165,106402,3,10,"",2023-11-17 00:00:00.000000
WINTER 2024 10173,106403,1,30,"",2023-11-17 00:00:00.000000
WINTER 2024 10181,106404,0,10,"",2023-11-17 00:00:00.000000
WINTER 2024 10199,106405,0,10,"",2023-11-17 00:00:00.000000
WINTER 2024 10207,106406,0,7,"",2023-11-17 00:00:00.000000
WINTER 2024 10215,106407,7,25,"",2023-11-17 00:00:00.000000
WINTER 2024 10223,106408,0,25,"",2023-11-17 00:00:00.000000
WINTER 2024 10249,106409,0,5,"",2023-11-17 00:00:00.000000
WINTER 2024 10256,106410,0,10,"",2023-11-17 00:00:00.000000
WINTER 2024 21543,106411,224,225,"",2023-11-17 00:00:00.000000
WINTER 2024 21691,106412,0,5,"",2023-11-17 00:00:00.000000
WINTER 2024 21709,106413,0,5,"",2023-11-17 00:00:00.000000
WINTER 2024 21766,106414,90,90,"",2023-11-17 00:00:00.000000
WINTER 2024 56689,106415,85,90,"",2023-11-17 00:00:00.000000
WINTER 2024 21865,106416,50,45,"",2023-11-17 00:00:00.000000
WINTER 2024 21899,106417,0,18,"",2023-11-17 00:00:00.000000
WINTER 2024 21907,106418,0,18,"",2023-11-17 00:00:00.000000
WINTER 2024 21915,106419,13,16,"",2023-11-17 00:00:00.000000
WINTER 2024 60251,106420,17,16,"",2023-11-17 00:00:00.000000
WINTER 2024 63479,106421,100,100,"",2023-11-17 00:00:00.000000
WINTER 2024 65623,106422,77,100,"",2023-11-17 00:00:00.000000
WINTER 2024 56804,106423,17,30,"",2023-11-17 00:00:00.000000
WINTER 2024 63461,106424,100,100,"",2023-11-17 00:00:00.000000
WINTER 2024 21964,106425,50,50,"",2023-11-17 00:00:00.000000
WINTER 2024 56770,106426,19,18,"",2023-11-17 00:00:00.000000
WINTER 2024 62471,106427,20,18,"",2023-11-17 00:00:00.000000
WINTER 2024 22012,106428,19,18,"",2023-11-17 00:00:00.000000
WINTER 2024 22038,106429,16,18,"",2023-11-17 00:00:00.000000
WINTER 2024 56788,106430,3,12,"",2023-11-17 00:00:00.000000
WINTER 2024 63016,106431,135,135,"",2023-11-17 00:00:00.000000
WINTER 2024 22160,106432,1,10,"",2023-11-17 00:00:00.000000
