course_acronym,prerequisite_acronym,is_strong,is_same_major
FAMST 189GN,MS 46,false,false
FAMST 189GN,MS 70,false,false
FAMST 192PM,ED 96,true,false
FAMST 199,Film and Media Studies - FAMST 2,false,false
FAMST 199RA,Film and Media Studies - FAMST 2,false,false
FR 2,FR 1,false,true
FR 3,FR 2,false,true
FR 4,FR 3,false,true
FR 5,FR 4,false,true
FR 6,FR 5,false,true
FR 50BX,WRIT 2,false,false
FR 99,FR 3,false,true
FR 100,FR 6,false,true
FR 100,FR 6G,false,true
FR 101B,FR 100,false,true
FR 101B,FR 26,false,true
FR 104B,FR 100,false,true
FR 104B,FR 26,false,true
FR 104E,FR 100,false,true
FR 104E,FR 26,false,true
FR 147C,FR 101A,true,true
FR 147C,FR 101B,true,true
FR 147C,FR 101C,true,true
FR 147C,FR 104A,true,true
DANCE 50,DANCE 51,false,true
FR 147C,FR 104B,true,true
FR 147C,FR 104C,true,true
FR 147C,FR 104D,true,true
FR 151R,FR 100,true,true
FR 151R,FR 101,true,true
FR 151R,FR 104,true,true
FR 195H,French - FR 24,false,false
FR 199,French - FR 2,false,false
FR 199RA,French - FR 2,false,false
GEOG 110,GEOG 3,false,true
GEOG 110,GEOG 3A,false,true
GEOG 111B,GEOG 111A,false,true
GEOG 115B,GEOG 115A,false,true
GEOG 116,GEOG 3B,false,true
GEOG 116,GEOG 4,false,true
GEOG 116,ART 2,false,false
GEOG 119,GEOG 3,false,true
GEOG 119,GEOG 3A,false,true
GEOG 119,GEOG 8,false,true
GEOG 119,ART 2,false,false
GEOG 119,ART 3,false,false
GEOG 119,ART 4,false,false
GEOG 130,GEOG 3B,false,true
GEOG 130,GEOG 4,false,true
GEOG 130,ENV S 2,false,false
GEOG 132,GEOG 3A,false,true
GEOG 134,GEOG 3,false,true
GEOG 134,GEOG 3A,false,true
GEOG 134,GEOG 3B,false,true
GEOG 134,GEOG 4,false,true
GEOG 144,MAT 3A,false,false
GEOG 144,MAT 3B,false,false
GEOG 144,MAT 34A,false,false
GEOG 144,MAT 34B,false,false
GEOG 152,GEOG 5,false,true
GER 101B,GER 6,false,true
GER 107A,GER 6,false,true
GER 108,GER 6,false,true
GER 199,German - GER 2,false,false
GER 199RA,German - GER 2,false,false
GLOBL 110,GLOBL 1,true,true
GLOBL 110,GLOBL 2,true,true
GLOBL 120,ES 1,true,false
GLOBL 120,ES 2,true,false
GLOBL 130,GLOBL 1,true,true
GLOBL 130,GLOBL 2,true,true
GREEK 2,GREEK 1,false,true
GREEK 101,GREEK 100,false,true
GREEK 142,GREEK 102,false,true
GREEK 199,Greek - GREEK 2,false,false
HIST 107C,HIST 4B,false,true
HIST 107C,HIST 17B,false,true
HIST 107C,HIST 17C,false,true
HIST 107C,HIST 20,false,true
HIST 111T,HIST 2A,false,true
HIST 111T,HIST 4A,false,true
HIST 115B,HIST 2B,false,true
HIST 115B,HIST 4B,false,true
HIST 115Q,HIST 115,false,true
HIST 115Q,HIST 116,false,true
HIST 118A,HIST 2B,false,true
HIST 118A,HIST 4B,false,true
HIST 121R,HIST 106B,false,true
HIST 121R,HIST 121A,false,true
HIST 121R,HIST 121B,false,true
HIST 121R,HIST 121C,false,true
HIST 121R,HIST 121D,false,true
HIST 121R,HIST 121E,false,true
HIST 121R,HIST 121Q,false,true
HIST 121R,HIST 122,false,true
HIST 121R,HIST 129A,false,true
HIST 121R,HIST 129B,false,true
HIST 123R,HIST 123A,false,true
HIST 123R,HIST 123B,false,true
HIST 123R,HIST 123C,false,true
HIST 123R,HIST 123Q,false,true
HIST 127A,HIST 2C,false,true
HIST 127A,HIST 4C,false,true
HIST 129E,HIST 4C,false,true
HIST 129Q,HIST 129A,false,true
HIST 129Q,HIST 129B,false,true
HIST 129Q,HIST 129C,false,true
HIST 129Q,HIST 129D,false,true
HIST 129Q,HIST 129E,false,true
HIST 129Q,HIST 129F,false,true
HIST 145C,HIST 46,false,true
HIST 145C,ES 45,false,false
HIST 151A,HIST 8,false,true
HIST 151R,HIST 8,false,true
HIST 151R,HIST 151A,false,true
HIST 151R,HIST 151B,false,true
HIST 151R,HIST 151Q,false,true
HIST 164C,HIST 17B,false,true
HIST 164R,HIST 17B,false,true
HIST 164R,HIST 164C,false,true
HIST 166R,HIST 166A,false,true
HIST 166R,HIST 166B,false,true
HIST 166R,HIST 166C,false,true
HIST 166R,HIST 166D,false,true
HIST 166R,HIST 166L,false,true
HIST 167CB,HIST 17C,false,true
HIST 172A,HIST 7,false,true
HIST 172A,HIST 17A,false,true
HIST 172A,HIST 17B,false,true
HIST 172A,HIST 17C,false,true
HIST 184A,HIST 2A,false,true
HIST 184A,HIST 2B,false,true
HIST 184A,HIST 2C,false,true
HIST 184A,HIST 80,false,true
HIST 184A,EACS 80,false,false
HIST 185CQ,HIST 2C,false,true
HIST 185CQ,HIST 80,false,true
HIST 185CQ,HIST 184A,false,true
HIST 185CQ,HIST 184B,false,true
HIST 185CQ,HIST 185A,false,true
HIST 185CQ,HIST 185B,false,true
HIST 185CQ,EACS 4A,false,false
HIST 185CQ,EACS 4B,false,false
HIST 185CQ,CHIN 184A,false,false
HIST 185CQ,CHIN 184B,false,false
HIST 185CQ,CHIN 185A,false,false
HIST 185CQ,CHIN 185B,false,false
HIST 196JC,HIST 196J,true,true
HIST 196SJ,HIST 74,false,true
HIST 199RA,History - HIST 2,false,false
INT 137RS,INT 36A,false,true
ITAL 2,ITAL 1,false,true
ITAL 2HY,ITAL 1,false,true
ITAL 2HY,ITAL 1H,false,true
ITAL 3,ITAL 2,false,true
ITAL 4,ITAL 3,false,true
ITAL 4,ITAL 16B,false,true
ITAL 5,ITAL 4,false,true
ITAL 16A,Italian - ITAL 1,false,false
ITAL 16A,Italian - ITAL 3,false,false
ITAL 99RA,ITAL 3,false,true
ITAL 102,ITAL 6,false,true
ITAL 119A,ITAL 1,false,true
ITAL 119A,ITAL 6,false,true
ITAL 144A,ITAL 144X,false,true
ITAL 195H,Italian - ITAL 24,false,false
ITAL 199,Italian - ITAL 2,false,false
ITAL 199RA,Italian - ITAL 2,false,false
JAPAN 2,JAPAN 1,false,true
JAPAN 5,JAPAN 4,false,true
JAPAN 120B,JAPAN 120A,false,true
JAPAN 145,JAPAN 144,false,true
JAPAN 169,JAPAN 149,false,true
JAPAN 183,JAPAN 181,false,true
JAPAN 198,Japanese - JAPAN 2,false,false
JAPAN 199,Japanese - JAPAN 2,false,false
JAPAN 199RA,Japanese - JAPAN 2,false,false
KOR 2,KOR 1,false,true
KOR 5,KOR 1,false,true
KOR 5,KOR 2,false,true
KOR 5,KOR 3,false,true
KOR 5,KOR 4,false,true
LAIS 149AD,HIST 8,false,false
LAIS 149AD,HIST 49A,false,false
LAIS 149AD,HIST 49B,false,false
LAIS 189,SPAN 102L,false,false
LAIS 189,SPAN 30,false,false
LAIS 199,Latin American and Iberian Studies - LAIS 2,false,false
LING 3B,LING 3B,false,true
LING 3B,LING 3A,false,true
LING 3C,LING 3C,false,true
LING 3C,LING 3B,false,true
LING 12,LING 12,false,true
LING 12,LING 3C,false,true
LING W 12,LING 12,false,false
LING W 12,LING 3C,false,false
LING 107,LING 106,false,true
LING 109,LING 101,false,true
LING 109,LING 108,false,true
LING 110,LING 102,false,true
LING 110,CMPSC 8,false,false
LING 124,LING 20,false,true
LING 124,LING 109,false,true
LING 145,LING 106,false,true
LING 193,Linguistics - LING 2,false,false
LING 195C,LING 195B,false,true
LING 199,Linguistics - LING 2,false,false
MATRL 100B,MAT 100A,false,false
MATRL 135,PHYS 5,false,false
MATRL 135,PHYS 6C,false,false
MATRL 135,PHYS 25,false,false
MATRL 160,CH E 110A,false,false
MATRL 160,CHEM 113A,false,false
MATRL 162B,ECE 162A,false,false
MATRL 186A,ME 151C,false,false
MATRL 186A,ME 15,false,false
MATRL 186A,MAT 101,false,false
MATRL 186A,MAT 100C,false,false
MATH 2B,MAT 2A,false,false
MATH 3B,MAT 3A,false,false
MATH 4A,MAT 2B,false,false
MATH 4A,MAT 3B,false,false
MATH 4B,MAT 4A,false,false
MATH 6A,MAT 4A,false,false
MATH 6A,MAT 5A,false,false
MATH 6B,MAT 5B,false,false
MATH 6B,MAT 4B,true,false
MATH 6B,MAT 6A,true,false
MATH 8,MAT 3C,false,false
MATH 8,MAT 4A,false,false
MATH 8,MAT 4B,false,false
MATH 8,MAT 5A,false,false
MATH 8,MAT 5B,false,false
MATH 8,MAT 5C,false,false
MATH 8,MAT 6A,false,false
MATH 8,MAT 6B,false,false
MATH 34B,MAT 2A,false,false
MATH 34B,MAT 3A,false,false
MATH 34B,MAT 34A,false,false
MATH 101A,MAT 8,false,false
MATH 102B,MAT 102A,false,false
MATH 104A,MAT 4B,false,false
MATH 104A,MAT 6A,false,false
MATH 104A,MAT 6B,false,false
MATH 104A,MAT 5A,false,false
MATH 104A,MAT 5B,false,false
MATH 104A,MAT 5C,false,false
MATH 104A,MAT 117,false,false
MATH 104A,CMPSC 5A,false,false
MATH 104A,CMPSC 10,false,false
MATH 104A,CMPSC 8,false,false
MATH 104A,CMPSC 16,false,false
MATH 104A,ENGR 3,false,false
MATH 104B,MAT 104A,false,false
MATH 108A,MAT 3C,false,false
MATH 108A,MAT 4A,false,false
MATH 108A,MAT 4B,false,false
MATH 108A,MAT 5A,false,false
MATH 108A,MAT 8,false,false
MATH 108B,MAT 108A,false,false
MATH 111B,MAT 111A,false,false
MATH 115A,MAT 8,false,false
MATH 116,MAT 8,false,false
MATH 117,MAT 8,false,false
MATH 118B,MAT 118A,true,false
MATH 118B,MAT 108B,true,false
MATH 122A,MAT 5A,false,false
MATH 122A,MAT 5B,false,false
MATH 122A,MAT 4B,false,false
MATH 122A,MAT 6A,false,false
MATH 122A,MAT 8,false,false
MATH 124A,MAT 5A,false,false
MATH 124A,MAT 5B,false,false
MATH 124A,MAT 5C,false,false
MATH 124A,MAT 4B,false,false
MATH 124A,MAT 6A,false,false
MATH 124A,MAT 6B,false,false
MATH 124A,MAT 8,false,false
MATH 132A,MAT 6A,true,false
MATH 132A,MAT 108A,true,false
MATH 132A,CMPSC 8,false,false
MATH 132A,CMPSC 16,false,false
MATH 132A,ENGR 3,false,false
MATH 197B,MAT 197A,false,false
MATH 199,Mathematics - MATH 2,false,false
MATH 199RA,Mathematics - MATH 2,false,false
ME 6,PHYS 3,false,false
ME 6,PHYS 3L,false,false
ME 6,MAT 4A,false,false
ME 6,MAT 3C,false,false
ME 15,ME 14,false,true
ME 108,ME 14,false,true
ME 108,ME 15,false,true
ME 127,ME 16,false,true
ME 141A,ME 16,false,true
ME 141A,ME 17,false,true
ME 141A,ME 152A,false,true
ME 141A,ME 151A,false,true
ME 141A,ECE 130A,false,false
ME 141A,ECE 137A,false,false
ME 151B,ME 151A,true,true
ME 151B,ME 152A,true,true
ME 152B,ME 152A,false,true
ME 156B,ME 156A,false,true
ME 158,ME 10,true,true
ME 158,ME 156A,true,true
ME 163,ME 16,false,true
ME 179P,ENGR 3,false,false
ME 179P,ME 17,false,true
ME 179P,ECE 130C,false,false
ME 179P,ME 170A,false,true
ME 179P,ECE 181A,false,false
ME 186A,ME 151C,false,true
ME 186A,ME 15,false,true
ME 186A,MAT 101,false,false
ME 186A,MAT 100C,false,false
ME 189B,ME 189A,false,true
ME 197,ME 16,false,true
MS 132,MS 131,false,true
MS 142,MS 141,false,true
MS 190,MS 131,true,true
MS 190,MS 132,true,true
MS 190,MS 133,true,true
ENGL 109,WRIT 2,false,false
ENGL 109,WRIT 50,false,false
ENGL 109,WRIT 109,false,false
ENGL 109,ENGL 10,false,true
MS 190,MS 22,true,true
MCDB 1B,MCDB 1A,true,true
MCDB 1B,CHEM 1A,true,false
MCDB 1B,CHEM 1B,true,false
MCDB 1B,CHEM 1C,true,false
MCDB 1LL,MCDB 1A,false,true
MCDB 12,CHEM 1B,false,false
MCDB 12,CHEM 2B,false,false
MCDB 15NG,ME 1S,false,false
MCDB 101A,MCDB 1A,false,true
MCDB 101A,MCDB 1B,false,true
MCDB 101A,EEMB 2,false,false
MCDB 101A,CHEM 1A,false,false
MCDB 101A,CHEM 1B,false,false
MCDB 101A,CHEM 1C,false,false
MCDB 101AH,MCDB 101A,false,true
MCDB 101B,MCDB 1A,true,true
MCDB 101B,EEMB 2,true,false
MCDB 101B,MCDB 1B,true,true
MCDB 101B,MCDB 101A,true,true
MCDB 101BH,MCDB 101B,false,true
MCDB 103L,MCDB 1A,true,true
MCDB 103L,EEMB 2,true,false
MCDB 103L,MCDB 1B,true,true
MCDB 103L,MCDB 103,true,true
MCDB 108B,MCDB 108A,false,true
MCDB 108B,CHEM 109C,false,false
MCDB 110,CHEM 1A,false,false
MCDB 110,CHEM 1B,false,false
MCDB 110,CHEM 1C,false,false
MCDB 110,CHEM 109A,false,false
MCDB 110,CHEM 109B,false,false
MCDB 112,MCDB 1A,true,true
MCDB 112,EEMB 2,true,false
MCDB 112,MCDB 1B,true,true
MCDB 112,EEMB 3,true,false
MCDB 112,MCDB 101A,false,true
MCDB 112,EEMB 129,false,false
MCDB 112L,MCDB 1A,true,true
MCDB 112L,EEMB 2,true,false
MCDB 112L,MCDB 1B,true,true
MCDB 112L,EEMB 3,true,false
MCDB 112L,MCDB 101A,true,true
MCDB 112L,MCDB 112,true,true
MCDB 123,MCDB 108A,false,true
MCDB 123,CHEM 142A,false,false
MCDB 126B,MCDB 101A,false,true
MCDB 126B,CHEM 142C,false,false
MCDB 126B,CHEM 109A,false,false
MCDB 126B,CHEM 109B,false,false
MCDB 126B,CHEM 109C,false,false
MCDB 126BL,MCDB 126B,false,true
MCDB 132,MCDB 101A,false,true
MCDB 132L,MCDB 132,false,true
MCDB 133,MCDB 101A,false,true
MCDB 152,MCDB 1A,true,true
MCDB 152,MCDB 1B,true,true
MCDB 152,MCDB 151,true,true
MCDB 170,MCDB 1A,true,true
MCDB 170,EEMB 2,true,false
MCDB 170,MCDB 1B,true,true
MCDB 170,MCDB 101A,false,true
MCDB 170,EEMB 129,false,false
MCDB 170,PSTAT 5A,false,false
MCDB 170,PSTAT 5L,false,false
MCDB 170,MAT 4A,false,false
MUS 3B,MUS 3A,false,true
MUS 20A,MUS 11,false,true
MUS 20A,MUS 38,false,true
MUS 20B,MUS 11,false,true
MUS 20C,MUS 11,false,true
MUS 31X,MUS 31F,false,true
MUS 35B,MUS 33,false,true
MUS 51,MUS 25,false,true
MUS 51,MUS 29,false,true
MUS 106B,MUS 5C,false,true
MUS 106B,MUS 106A,false,true
MUS 108,MUS 5C,false,true
MUS 109LB,MUS 109L,false,true
MUS 124,Music - MUS 3,false,false
MUS 124,MUS 24,false,true
MUS 135B,MUS 33,false,true
MUS 158C,MUS 25,false,true
MUS 160B,MUS 4C,false,true
MUS 160B,MUS 5C,false,true
MUS 162,MUS 112A,false,true
MUS 162,MUS 112F,false,true
MUS 182,MUS 10A,false,true
MUS 182,MUS 10B,false,true
MUS 182,MUS 10C,false,true
MUS 192B,MUS 192A,false,true
MUS 192C,MUS 192B,false,true
MUS 198,MUS 112A,false,true
MUS 198,MUS 112F,false,true
MUS 199,MUS 112A,false,true
MUS 199RA,MUS 112A,false,true
PHIL 100A,PHIL 3,false,true
PHIL 116,PHIL 183,false,true
PHIL 128,PHIL 100A,false,true
PHIL 134,PHIL 4,false,true
PHIL 134,PHIL 100A,false,true
PHIL 134,PHIL 100B,false,true
PHIL 134,PHIL 100C,false,true
PHIL 134,PHIL 100D,false,true
PHIL 134,PHIL 100E,false,true
PHIL 160,PHIL 20B,false,true
PHIL 160,PHIL 100B,false,true
PHIL 160,PHIL 100D,false,true
PHIL 160,PHIL 100E,false,true
PHIL 176,PHIL 100A,false,true
PHIL 176,PHIL 100B,false,true
PHIL 176,PHIL 100D,false,true
PHIL 176,PHIL 100E,false,true
PHIL 184,PHIL 183,false,true
PHIL 199,Philosophy - PHIL 2,false,false
PHYS 1,MAT 2A,false,false
PHYS 1,MAT 3A,false,false
PHYS 3,PHYS 2,false,true
PHYS 3,MAT 2A,false,false
PHYS 3,MAT 2B,false,false
PHYS 3,MAT 3A,false,false
PHYS 3,MAT 3B,false,false
PHYS 3,MAT 3,false,false
PHYS 3,MAT 4A,false,false
PHYS 3L,PHYS 3,false,true
PHYS 3L,PHYS 23,false,true
PHYS 4,PHYS 3,false,true
PHYS 4L,PHYS 4,false,true
PHYS 4L,PHYS 24,false,true
PHYS 6A,MAT 2A,false,false
PHYS 6A,MAT 3A,false,false
PHYS 6A,MAT 34A,false,false
PHYS 6A,MAT 3,false,false
PHYS 6AL,PHYS 6A,false,true
PHYS 6B,PHYS 6A,false,true
PHYS 6BL,PHYS 6B,false,true
PHYS 13BL,PHYS 4,false,true
PHYS 13BL,PHYS 24,false,true
PHYS CS 15B,PHYS 15A,false,false
PHYS 20BL,PHYS 3,false,true
PHYS 20BL,PHYS 23,false,true
PHYS 20BL,PHYS 20A,false,true
PHYS 20BL,PHYS 4,false,true
PHYS 20BL,PHYS 24,false,true
PHYS 21,MAT 2A,false,false
PHYS 21,MAT 3A,false,false
PHYS 21,MAT 2B,false,false
PHYS 21,MAT 3B,false,false
PHYS 21,PHYS 8,false,true
PHYS 21,PHYS 5,false,true
PHYS 22,PHYS 21,false,true
PHYS 24,PHYS 23,false,true
PHYS 24,MAT 6A,false,false
PHYS 29,MAT 2B,false,false
PHYS 29,MAT 3B,false,false
PHYS CS 32,PHYS 31,false,false
PHYS CS 35,PHYS 34,false,false
PHYS 101,MAT 6B,false,false
PHYS 102,MAT 6B,false,false
PHYS 104,PHYS 103,false,true
PHYS 110B,PHYS 110A,false,true
PHYS 115A,PHYS 5,false,true
PHYS 115A,PHYS 25,false,true
PHYS 115A,PHYS 100A,false,true
PHYS 115B,PHYS 115A,false,true
PHYS 119B,PHYS 119A,false,true
PHYS 127BL,PHYS 127A,false,true
PHYS 128AL,PHYS 13C,false,true
PHYS 128AL,PHYS 20C,false,true
PHYS 128AL,PHYS 15C,false,true
PHYS 128AL,PHYS 115A,false,true
PHYS 129L,PHYS 5,false,true
PHYS 129L,PHYS 25,false,true
PHYS 129L,PHYS 29,false,true
PHYS 132,PHYS 5,false,true
PHYS 132,PHYS 25,false,true
PHYS 132,PHYS 115A,false,true
PHYS 135,PHYS 6C,false,true
PHYS 135,PHYS 5,false,true
PHYS 135,PHYS 25,false,true
PHYS 142L,PHYS 5,false,true
PHYS 142L,PHYS 25,false,true
PHYS 143L,PHYS 5,false,true
PHYS 143L,PHYS 25,false,true
PHYS 144L,PHYS 5,false,true
PHYS 144L,PHYS 25,false,true
PHYS 145L,PHYS 5,false,true
PHYS 145L,PHYS 25,false,true
PHYS 150,PHYS 5,false,true
PHYS 150,PHYS 25,false,true
PHYS 198,Physics - PHYS 2,false,false
PHYS 199,Physics - PHYS 2,false,false
PHYS 199RA,Physics - PHYS 2,false,false
POL S 110CD,POL S 1,false,true
POL S 119JW,POL S 1,true,true
POL S 119JW,POL S 7,true,true
POL S 126,POL S 7,false,true
POL S 126,POL S 121,false,true
POL S 126,POL S 15,false,true
POL S 142,POL S 7,false,true
POL S 154,POL S 15,false,true
POL S 154,POL S 104,false,true
POL S 154,SOC 3,false,false
POL S 154,SOC 104A,false,false
POL S 154,PSY 5,false,false
POL S 154,COMM 88,false,false
POL S 155,POL S 12,false,true
POL S 155,POL S 155L,false,true
POL S 157,POL S 15,false,true
POL S 157,POL S 104,false,true
POL S 157,POL S 104A,false,true
POL S 157,SOC 3,false,false
POL S 157,PSY 5,false,false
POL S 157,COMM 88,false,false
POL S 157,POL S 12,false,true
POL S 160,POL S 12,false,true
POL S 160,AS AM 1,false,false
POL S 160,AS AM 2,false,false
POL S 177,ENV S 1,false,false
POL S 177,POL S 6,false,true
POL S 188,POL S 1,false,true
POL S 199RA,Political Science - POL S 2,false,false
PORT 2,PORT 1,false,true
PORT 2,PORT 16A,false,true
PORT 5,PORT 4,false,true
PORT 102B,PORT 102A,false,true
PORT 199,Portuguese - PORT 2,false,false
PSY 10A,PSY 1,false,true
PSY 10A,PSY 5,false,true
PSY 10A,PSTAT 5A,false,false
PSY 10A,PSTAT 5L,false,false
PSY 10A,COMM 87,false,false
PSY 10A,MAT 3A,false,false
PSY 10A,MAT 34A,false,false
PSY 10A,MAT 2A,false,false
PSY 10A,CHEM 1A,false,false
PSY 10A,CHEM 1B,false,false
PSY 10A,CHEM 2A,false,false
PSY 10A,CHEM 2B,false,false
PSY 10B,PSY 10A,false,true
PSY 99,PSY 99P,false,true
PSY 102,PSY 1,false,true
PSY 105,PSY 1,false,true
PSY 108,PSY 1,false,true
PSY 120L,PSY 102,false,true
PSY 120L,PSY 105,false,true
PSY 120L,PSY 106,false,true
PSY 120L,PSY 108,false,true
PSY 123,PSY 106,false,true
PSY 123,PSY 111,false,true
PSY 129L,PSY 129,false,true
PSY 129L,PSY 110A,false,true
PSY 129L,PSY 130,false,true
PSY 129L,PSY 110B,false,true
PSY 129L,PSY 131,false,true
PSY 129L,PSY 132,false,true
PSY 133,PSY 106,false,true
PSY 133,PSY 111,false,true
PSY 133,MCDB 126A,false,false
PSY 133,MCDB 126B,false,false
PSY 133,MCDB 126C,false,false
PSY 135,PSY 111,false,true
PSY 142,PSY 105,false,true
PSY 155L,PSY 143,false,true
PSY 155L,PSY 146,false,true
PSY 155L,PSY 155,false,true
PSY 155L,ANTH 5,false,false
PSY 163BR,PSY 106,false,true
PSY 163BR,PSY 111,false,true
PSY 197B,PSY 197A,true,true
PSY 197C,PSY 197B,true,true
PSY 198,Psychology - PSY 2,false,false
PSY 199,Psychology - PSY 2,false,false
PSY 199,PSY 99P,false,true
PSY 199,PSY 199P,false,true
PSY 199P,Psychology - PSY 2,false,false
RG ST 10B,ES 10A,false,false
RG ST 10E,RG ST 10D,false,true
RG ST 11B,RG ST 11A,false,true
RG ST 17B,RG ST 17A,false,true
RG ST 57B,RG ST 57A,false,true
RG ST 58B,RG ST 57C,false,true
RG ST 58B,RG ST 58A,false,true
RG ST 65B,RG ST 65A,false,true
RG ST 65E,RG ST 65D,false,true
RG ST 148B,RG ST 148A,false,true
RG ST 158E,RG ST 57F,false,true
RG ST 158E,RG ST 58D,false,true
RG ST 159E,RG ST 159A,false,true
RG ST 159E,RG ST 159B,false,true
RG ST 159E,RG ST 159C,false,true
RENST 199,Renaissance Studies - RENST 2,false,false
RUSS 2,RUSS 1,false,true
RUSS 5,RUSS 4,false,true
LING 104,LING 102,false,true
RUSS 101B,RUSS 6,false,true
SLAV 198,Slavic - SLAV 2,false,false
SLAV 199,Slavic - SLAV 2,false,false
SOC 152B,SOC 152A,true,true
SOC 190A,ED 12,false,false
SOC 196HR,SOC 196H,false,true
SPAN 3,SPAN 2,false,true
SPAN 4,SPAN 3,false,true
SPAN 4,SPAN 3S,false,true
SPAN 4,SPAN 3H,false,true
SPAN 5,SPAN 4,false,true
SPAN 6,SPAN 5,false,true
SPAN 16B,SPAN 16A,false,true
SPAN 25,SPAN 6,false,true
SPAN 30,SPAN 16B,false,true
SPAN 30,SPAN 25,false,true
SPAN 100,SPAN 16B,false,true
SPAN 100,SPAN 25,false,true
SPAN 109,SPAN 100,false,true
SPAN 111B,SPAN 102L,false,true
SPAN 111B,SPAN 30,false,true
SPAN 115,SPAN 25,false,true
SPAN 115,SPAN 16B,false,true
SPAN 117B,SPAN 16B,false,true
SPAN 117B,SPAN 25,false,true
SPAN 141,SPAN 30,false,true
SPAN 141,SPAN 102L,false,true
SPAN 143,SPAN 30,false,true
SPAN 143,SPAN 102L,false,true
SPAN 154B,SPAN 154A,false,true
SPAN 168,SPAN 102L,false,true
SPAN 168,SPAN 30,false,true
SPAN 183B,SPAN 102L,false,true
SPAN 183B,SPAN 30,false,true
SPAN 186VM,SPAN 100,false,true
SPAN 189,SPAN 102L,false,true
SPAN 189,SPAN 30,false,true
SHS 166,PSY 1,true,false
SHS 166,PSY 50,true,false
SHS 167,ES 50,true,false
SHS 167,ES 166,true,false
PSTAT 10,MAT 2B,false,false
PSTAT 10,MAT 3B,false,false
PSTAT 100,PSTAT 120A,false,true
PSTAT 100,PSTAT 9,false,true
PSTAT 100,PSTAT 16,false,true
PSTAT 100,MAT 4A,false,false
PSTAT 105,PSTAT 10,true,true
PSTAT 105,PSTAT 120B,true,true
PSTAT 115,PSTAT 126,false,true
PSTAT 120A,MAT 3C,false,false
PSTAT 120A,MAT 4A,false,false
PSTAT 120A,MAT 6A,false,false
PSTAT 120B,PSTAT 120A,false,true
PSTAT 122,PSTAT 10,true,true
PSTAT 122,PSTAT 120B,true,true
PSTAT 126,PSTAT 10,true,true
PSTAT 126,PSTAT 120B,true,true
PSTAT 127,PSTAT 126,false,true
PSTAT 131,PSTAT 120A,true,true
PSTAT 131,PSTAT 120B,true,true
PSTAT 131,PSTAT 126,true,true
PSTAT 134,PSTAT 120B,true,true
PSTAT 134,PSTAT 10,true,true
PSTAT 160A,MAT 4A,false,false
PSTAT 160A,MAT 5A,false,false
PSTAT 160A,MAT 8,false,false
PSTAT 160A,PSTAT 120A,false,true
PSTAT 170,PSTAT 120A,true,true
PSTAT 170,PSTAT 120B,true,true
PSTAT 170,PSTAT 160A,true,true
PSTAT 171,MAT 2B,false,false
PSTAT 171,MAT 3B,false,false
PSTAT 172A,PSTAT 120A,true,true
PSTAT 172A,PSTAT 171,true,true
PSTAT 173,PSTAT 120B,false,true
PSTAT 174,PSTAT 10,true,true
PSTAT 174,PSTAT 120B,true,true
PSTAT 182T,Statistics & Applied Probability - PSTAT 120A,false,false
PSTAT 197B,PSTAT 197A,false,true
PSTAT 197B,PSTAT 4,false,true
PSTAT 197B,PSTAT 0,false,true
PSTAT 199,Statistics & Applied Probability - PSTAT 2,false,false
TMP 124,TMP 120,false,true
TMP 127,TMP 120,false,true
THTR 10B,THTR 5,false,true
THTR 11B,THTR 5,false,true
THTR 15B,THTR 5,false,true
THTR 25,THTR 19,false,true
THTR 110B,THTR 151B,false,true
THTR 111B,THTR 11C,false,true
THTR 111B,ME 151B,false,false
THTR 122,THTR 1,true,true
THTR 122,THTR 19,true,true
THTR 122,THTR 22,true,true
THTR 151B,THTR 15C,true,true
THTR 151B,THTR 188S,true,true
THTR 151B,THTR 110B,true,true
THTR 151B,THTR 111B,true,true
THTR 151D,THTR 151C,false,true
THTR 151S,THTR 151C,false,true
THTR 152B,THTR 1,true,true
THTR 152B,THTR 14,true,true
THTR 152B,THTR 19,true,true
THTR 152B,THTR 152,true,true
THTR 160C,THTR 5,true,true
THTR 193HB,THTR 193H,false,true
THTR 195P,THTR 195,false,true
THTR 199,Theater - THTR 2,false,false
WRIT 1,ED 6,false,false
WRIT 2,LING 12,false,false
WRIT 2E,LING 12,false,false
WRIT 28,WRIT 1,false,true
WRIT 50,WRIT 2,false,true
WRIT 50,WRIT 2E,false,true
WRIT 50,WRIT 2L,false,true
WRIT 50E,WRIT 2,false,true
WRIT 50E,WRIT 2E,false,true
WRIT 50E,WRIT 2L,false,true
WRIT 105C,WRIT 2,false,true
WRIT 105C,WRIT 2E,false,true
WRIT 105C,WRIT 2L,false,true
WRIT 105CD,WRIT 2,false,true
WRIT 105CD,WRIT 2E,false,true
WRIT 105CD,WRIT 2L,false,true
WRIT 105CR,WRIT 2,false,true
WRIT 105CR,WRIT 2E,false,true
WRIT 105CR,WRIT 2L,false,true
WRIT 105G,WRIT 2,false,true
WRIT 105G,WRIT 2E,false,true
WRIT 105G,WRIT 2L,false,true
WRIT 105M,WRIT 2,false,true
WRIT 105M,WRIT 2E,false,true
WRIT 105M,WRIT 2L,false,true
WRIT 105P,WRIT 2,false,true
WRIT 105P,WRIT 2E,false,true
WRIT 105P,WRIT 2L,false,true
WRIT 105PS,WRIT 2,false,true
WRIT 105PS,WRIT 2E,false,true
WRIT 105PS,WRIT 2L,false,true
