id,enrollment_code,class_id,days,time,location
WINTER 2022 64238,64238,WINTER 2022 64196,0100000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",HSSB 1211
WINTER 2022 64246,64246,WINTER 2022 64196,0100000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",ON LINE
WINTER 2022 64253,64253,WINTER 2022 64196,0100000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",ON LINE
WINTER 2022 64261,64261,WINTER 2022 64196,0000100,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",HSSB 2201
WINTER 2022 64279,64279,WINTER 2022 64196,0000100,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",GIRV 1108
WINTER 2022 64287,64287,WINTER 2022 64196,0000100,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",NH 1111
WINTER 2022 64295,64295,WINTER 2022 64196,0000100,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",HSSB 2201
WINTER 2022 64303,64303,WINTER 2022 64196,0000100,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",HSSB 2201
WINTER 2022 64311,64311,WINTER 2022 64196,0000100,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",SH 1609
WINTER 2022 64329,64329,WINTER 2022 64196,0000100,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",HSSB 3201
WINTER 2022 64337,64337,WINTER 2022 64196,0010000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",HSSB 3202
WINTER 2022 64345,64345,WINTER 2022 64196,0000100,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",ON LINE
WINTER 2022 64352,64352,WINTER 2022 64196,0000100,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",HSSB 4201
WINTER 2022 64360,64360,WINTER 2022 64196,0000100,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",ON LINE
WINTER 2022 64378,64378,WINTER 2022 64196,0001000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",PHELP1445
WINTER 2022 64386,64386,WINTER 2022 64196,0000100,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",ON LINE
WINTER 2022 64394,64394,WINTER 2022 64196,0000100,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",ON LINE
WINTER 2022 64402,64402,WINTER 2022 64196,0010000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",HSSB 4202
WINTER 2022 64410,64410,WINTER 2022 64196,0001000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",BUCHN1934
WINTER 2022 64428,64428,WINTER 2022 64196,0001000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",HSSB 4201
WINTER 2022 64436,64436,WINTER 2022 64196,0001000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",HSSB 1211
WINTER 2022 64444,64444,WINTER 2022 64196,0001000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",HSSB 1210
WINTER 2022 52381,52381,WINTER 2022 52373,0000000,,""
WINTER 2022 58420,58420,WINTER 2022 58420,0100000,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",HSSB 2252
WINTER 2022 61515,61515,WINTER 2022 58420,0100000,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",HSSB 2252
WINTER 2022 61507,61507,WINTER 2022 58420,0100000,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",HSSB 2252
WINTER 2022 07054,07054,WINTER 2022 07054,0000100,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",HSSB 2252
WINTER 2022 07062,07062,WINTER 2022 07054,0000100,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",HSSB 2252
WINTER 2022 07070,07070,WINTER 2022 07054,0000100,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",HSSB 2252
WINTER 2022 07260,07260,WINTER 2022 07260,0010000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",PHELP2514
WINTER 2022 07278,07278,WINTER 2022 07260,0100000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",PHELP2532
WINTER 2022 07286,07286,WINTER 2022 07260,0100000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",PHELP2514
WINTER 2022 07294,07294,WINTER 2022 07260,0001000,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",387 1015
WINTER 2022 07302,07302,WINTER 2022 07260,0100000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",GIRV 2129
WINTER 2022 07310,07310,WINTER 2022 07260,0001000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",GIRV 2129
WINTER 2022 07328,07328,WINTER 2022 07260,0000100,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",PHELP1440
WINTER 2022 07336,07336,WINTER 2022 07260,0000100,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",GIRV 2124
WINTER 2022 07344,07344,WINTER 2022 07260,0010000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",PHELP1448
WINTER 2022 07351,07351,WINTER 2022 07260,0000100,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",GIRV 2124
WINTER 2022 07369,07369,WINTER 2022 07260,0000100,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",PHELP1440
WINTER 2022 07377,07377,WINTER 2022 07260,0000100,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",GIRV 2124
WINTER 2022 07385,07385,WINTER 2022 07260,0100000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",387 1015
WINTER 2022 07393,07393,WINTER 2022 07260,0001000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",GIRV 2108
WINTER 2022 07401,07401,WINTER 2022 07260,0001000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",PHELP2514
WINTER 2022 07419,07419,WINTER 2022 07260,0010000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",PHELP1445
WINTER 2022 07427,07427,WINTER 2022 07260,0100000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",GIRV 2108
WINTER 2022 07435,07435,WINTER 2022 07260,0010000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",PHELP1440
WINTER 2022 07443,07443,WINTER 2022 07260,0001000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",PHELP1448
WINTER 2022 07450,07450,WINTER 2022 07260,0100000,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",GIRV 2115
WINTER 2022 07468,07468,WINTER 2022 07260,0000100,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",HSSB 1206
WINTER 2022 07476,07476,WINTER 2022 07260,0010000,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",PHELP2532
WINTER 2022 07484,07484,WINTER 2022 07260,0001000,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",GIRV 2115
WINTER 2022 07492,07492,WINTER 2022 07260,0100000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",PHELP2514
WINTER 2022 07500,07500,WINTER 2022 07260,0100000,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",KERR 2166A
WINTER 2022 07518,07518,WINTER 2022 07260,0001000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",PHELP1445
WINTER 2022 09704,09704,WINTER 2022 09704,0001000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",HSSB 1224
WINTER 2022 09712,09712,WINTER 2022 09704,0001000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",SH 1430
WINTER 2022 09720,09720,WINTER 2022 09704,0001000,"(""1900-01-01 19:00:00"",""1900-01-01 19:50:00"")",GIRV 2108
WINTER 2022 09738,09738,WINTER 2022 09704,0000100,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",HSSB 1210
WINTER 2022 09746,09746,WINTER 2022 09704,0000100,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",GIRV 2112
WINTER 2022 09753,09753,WINTER 2022 09704,0000100,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",SH 1430
WINTER 2022 09761,09761,WINTER 2022 09704,0000100,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",HSSB 1207
WINTER 2022 09779,09779,WINTER 2022 09704,0000100,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",GIRV 1116
WINTER 2022 09787,09787,WINTER 2022 09704,0000100,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",ELLSN2626
WINTER 2022 09795,09795,WINTER 2022 09704,0000100,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",HSSB 1224
WINTER 2022 09803,09803,WINTER 2022 09704,0000100,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",TD-W 2600
WINTER 2022 09811,09811,WINTER 2022 09704,0000100,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",PHELP2516
WINTER 2022 09829,09829,WINTER 2022 09704,0000100,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",PHELP3505
WINTER 2022 09837,09837,WINTER 2022 09704,0000100,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",PHELP2536
WINTER 2022 09845,09845,WINTER 2022 09704,0000100,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",HSSB 1231
WINTER 2022 09860,09860,WINTER 2022 09860,0001000,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",SSMS 1009
WINTER 2022 09878,09878,WINTER 2022 09860,0000100,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",SSMS 1009
WINTER 2022 09886,09886,WINTER 2022 09860,0001000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",GIRV 2123
WINTER 2022 09936,09936,WINTER 2022 09936,0001000,"(""1900-01-01 16:00:00"",""1900-01-01 17:50:00"")",PHELP2524
WINTER 2022 09944,09944,WINTER 2022 09936,0001000,"(""1900-01-01 18:00:00"",""1900-01-01 19:50:00"")",ARTS 1356
WINTER 2022 09951,09951,WINTER 2022 09936,0001000,"(""1900-01-01 17:00:00"",""1900-01-01 18:50:00"")",TD-W 2600
WINTER 2022 09969,09969,WINTER 2022 09936,0001000,"(""1900-01-01 19:00:00"",""1900-01-01 20:50:00"")",GIRV 1116
WINTER 2022 09977,09977,WINTER 2022 09936,0000100,"(""1900-01-01 09:00:00"",""1900-01-01 10:50:00"")",ARTS 1353
WINTER 2022 09985,09985,WINTER 2022 09936,0000100,"(""1900-01-01 11:00:00"",""1900-01-01 12:50:00"")",ARTS 1356
WINTER 2022 10025,10025,WINTER 2022 10025,0001000,"(""1900-01-01 16:00:00"",""1900-01-01 17:50:00"")",ARTS 1356
WINTER 2022 10033,10033,WINTER 2022 10025,0000100,"(""1900-01-01 08:00:00"",""1900-01-01 09:50:00"")",GIRV 2115
WINTER 2022 10066,10066,WINTER 2022 10025,0001000,"(""1900-01-01 18:00:00"",""1900-01-01 19:50:00"")",ARTS 1353
WINTER 2022 10074,10074,WINTER 2022 10025,0000100,"(""1900-01-01 10:00:00"",""1900-01-01 11:50:00"")",NH 1105
WINTER 2022 10082,10082,WINTER 2022 10025,0001000,"(""1900-01-01 18:00:00"",""1900-01-01 19:50:00"")",ARTS 1349
WINTER 2022 10090,10090,WINTER 2022 10025,0000100,"(""1900-01-01 10:00:00"",""1900-01-01 11:50:00"")",TD-W 2600
WINTER 2022 03467,03467,WINTER 2022 03467,0000100,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",HSSB 1233
WINTER 2022 03475,03475,WINTER 2022 03467,0000100,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",HSSB 3202
WINTER 2022 03483,03483,WINTER 2022 03467,0000100,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",GIRV 2127
WINTER 2022 03491,03491,WINTER 2022 03467,0000100,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",GIRV 1115
WINTER 2022 03558,03558,WINTER 2022 03558,0010000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",ON LINE
WINTER 2022 03566,03566,WINTER 2022 03558,0010000,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",ON LINE
WINTER 2022 03574,03574,WINTER 2022 03558,0001000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",PHELP5309
WINTER 2022 63073,63073,WINTER 2022 03558,0001000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",PHELP5309
WINTER 2022 03608,03608,WINTER 2022 03608,0000100,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",PHELP5309
WINTER 2022 03616,03616,WINTER 2022 03608,0000100,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",PHELP5309
WINTER 2022 62992,62992,WINTER 2022 62992,0001000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",PHELP5309
WINTER 2022 63008,63008,WINTER 2022 62992,0001000,"(""1900-01-01 19:00:00"",""1900-01-01 19:50:00"")",PHELP5309
WINTER 2022 63297,63297,WINTER 2022 63297,0001000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",GIRV 1115
WINTER 2022 63305,63305,WINTER 2022 63297,0001000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",GIRV 1119
WINTER 2022 63313,63313,WINTER 2022 63297,0001000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",SH 1609
WINTER 2022 63321,63321,WINTER 2022 63297,0001000,"(""1900-01-01 19:00:00"",""1900-01-01 19:50:00"")",GIRV 2124
WINTER 2022 63354,63354,WINTER 2022 63297,0000100,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",GIRV 1112
WINTER 2022 63362,63362,WINTER 2022 63297,0000100,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",GIRV 1115
WINTER 2022 03673,03673,WINTER 2022 03673,0000100,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",HSSB 2252
WINTER 2022 03681,03681,WINTER 2022 03673,0000100,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",HSSB 2252
WINTER 2022 03699,03699,WINTER 2022 03673,0000100,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",HSSB 2252
WINTER 2022 57117,57117,WINTER 2022 57117,0010000,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",GIRV 2127
WINTER 2022 57125,57125,WINTER 2022 57117,0010000,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",ARTS 1356
WINTER 2022 62927,62927,WINTER 2022 62927,0010000,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",SH 1430
WINTER 2022 62935,62935,WINTER 2022 62927,0010000,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",PHELP2532
WINTER 2022 56739,56739,WINTER 2022 56739,0010000,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",ON LINE
WINTER 2022 56747,56747,WINTER 2022 56739,0010000,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",ON LINE
WINTER 2022 56754,56754,WINTER 2022 56739,0010000,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",ON LINE
WINTER 2022 56762,56762,WINTER 2022 56739,0010000,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",ON LINE
WINTER 2022 56770,56770,WINTER 2022 56739,0010000,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",ON LINE
WINTER 2022 56788,56788,WINTER 2022 56739,0010000,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",ON LINE
WINTER 2022 56796,56796,WINTER 2022 56739,0010000,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",ON LINE
WINTER 2022 56804,56804,WINTER 2022 56739,0010000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",ON LINE
WINTER 2022 07799,07799,WINTER 2022 07799,1000000,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",SSMS 1301&
WINTER 2022 07807,07807,WINTER 2022 07799,1000000,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",SSMS 1301&
WINTER 2022 07815,07815,WINTER 2022 07799,1000000,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",SSMS 1301&
WINTER 2022 07823,07823,WINTER 2022 07799,1000000,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",SSMS 1301&
WINTER 2022 56812,56812,WINTER 2022 07799,1000000,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",SSMS 1301&
WINTER 2022 07849,07849,WINTER 2022 07849,0010000,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",PHELP3525
WINTER 2022 07856,07856,WINTER 2022 07849,0010000,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",PHELP3525
WINTER 2022 07864,07864,WINTER 2022 07849,0010000,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",PHELP3525
WINTER 2022 07872,07872,WINTER 2022 07849,0010000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",PHELP3525
WINTER 2022 07898,07898,WINTER 2022 07898,0001000,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",PHELP3525
WINTER 2022 07906,07906,WINTER 2022 07898,0001000,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",PHELP3525
WINTER 2022 07914,07914,WINTER 2022 07898,0001000,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",PHELP3525
WINTER 2022 07922,07922,WINTER 2022 07898,0001000,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",PHELP3525
WINTER 2022 63412,63412,WINTER 2022 07898,0001000,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",PHELP3525
WINTER 2022 63420,63420,WINTER 2022 07898,0001000,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",PHELP3525
WINTER 2022 63438,63438,WINTER 2022 07898,0001000,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",PHELP3525
WINTER 2022 63446,63446,WINTER 2022 07898,0001000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",PHELP3525
WINTER 2022 07971,07971,WINTER 2022 07971,0100000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",PHELP2532
WINTER 2022 07989,07989,WINTER 2022 07971,0000100,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",GIRV 2120
WINTER 2022 07997,07997,WINTER 2022 07971,0000100,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",GIRV 2120
WINTER 2022 56853,56853,WINTER 2022 07971,0100000,"(""1900-01-01 19:00:00"",""1900-01-01 19:50:00"")",PHELP1448
WINTER 2022 08011,08011,WINTER 2022 08011,0100000,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",PHELP3525
WINTER 2022 08029,08029,WINTER 2022 08011,0100000,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",PHELP3525
WINTER 2022 08037,08037,WINTER 2022 08011,0100000,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",PHELP3525
WINTER 2022 56861,56861,WINTER 2022 08011,0100000,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",PHELP3525
WINTER 2022 63388,63388,WINTER 2022 63388,0010000,"(""1900-01-01 09:00:00"",""1900-01-01 11:50:00"")",PHELP3525
WINTER 2022 08094,08094,WINTER 2022 08094,0001000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",387 1015
WINTER 2022 08102,08102,WINTER 2022 08094,0001000,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",387 1015
WINTER 2022 08110,08110,WINTER 2022 08094,0001000,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",387 1015
WINTER 2022 08136,08136,WINTER 2022 08136,0000100,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",PHELP1448
WINTER 2022 08144,08144,WINTER 2022 08136,0000100,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",PHELP2532
WINTER 2022 08151,08151,WINTER 2022 08136,0000100,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",GIRV 2123
WINTER 2022 08177,08177,WINTER 2022 08177,0000100,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",GIRV 2129
WINTER 2022 08185,08185,WINTER 2022 08177,0000100,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",PHELP1444
WINTER 2022 56879,56879,WINTER 2022 08177,0000100,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",PHELP1445
WINTER 2022 78238,78238,WINTER 2022 08177,0000100,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",KERR 2166B
WINTER 2022 08243,08243,WINTER 2022 08243,0001000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",GIRV 2119
WINTER 2022 56887,56887,WINTER 2022 08243,0001000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",GIRV 2116
WINTER 2022 08268,08268,WINTER 2022 08268,0000100,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",PHELP3525
WINTER 2022 08276,08276,WINTER 2022 08268,0000100,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",PHELP3525
WINTER 2022 08284,08284,WINTER 2022 08268,0000100,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",PHELP3525
WINTER 2022 56895,56895,WINTER 2022 08268,0000100,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",PHELP3525
WINTER 2022 08300,08300,WINTER 2022 08300,0100000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",PHELP3525
WINTER 2022 08318,08318,WINTER 2022 08300,0100000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",PHELP3525
WINTER 2022 08326,08326,WINTER 2022 08300,0100000,"(""1900-01-01 19:00:00"",""1900-01-01 19:50:00"")",PHELP3525
WINTER 2022 08342,08342,WINTER 2022 08342,0000100,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",PHELP1445
WINTER 2022 08359,08359,WINTER 2022 08342,0000100,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",GIRV 2108
WINTER 2022 08375,08375,WINTER 2022 08375,0000100,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",PHELP1445
WINTER 2022 08383,08383,WINTER 2022 08375,0000100,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",PHELP1440
WINTER 2022 08391,08391,WINTER 2022 08375,0000100,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",PHELP1440
WINTER 2022 56903,56903,WINTER 2022 08375,0000100,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",PHELP1444
WINTER 2022 08417,08417,WINTER 2022 08417,0010000,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",GIRV 2119
WINTER 2022 08425,08425,WINTER 2022 08417,0010000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",PHELP1448
WINTER 2022 56911,56911,WINTER 2022 08417,0010000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",PHELP2532
WINTER 2022 56929,56929,WINTER 2022 08417,0010000,"(""1900-01-01 19:00:00"",""1900-01-01 19:50:00"")",PHELP2532
WINTER 2022 08441,08441,WINTER 2022 08441,0000100,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",KERR 2166B
WINTER 2022 08458,08458,WINTER 2022 08441,0000100,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",KERR 2166B
WINTER 2022 56952,56952,WINTER 2022 56952,0000100,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",GIRV 2116
WINTER 2022 56960,56960,WINTER 2022 56952,0000100,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",PHELP2514
WINTER 2022 56978,56978,WINTER 2022 56952,0000100,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",PHELP2514
WINTER 2022 08540,08540,WINTER 2022 08540,0000100,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",387 1011
WINTER 2022 08557,08557,WINTER 2022 08540,0000100,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",GIRV 2108
WINTER 2022 56937,56937,WINTER 2022 08540,0000100,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",GIRV 2112
WINTER 2022 63842,63842,WINTER 2022 63842,0000100,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",GIRV 2129
WINTER 2022 63859,63859,WINTER 2022 63842,0000100,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",GIRV 2129
WINTER 2022 65193,65193,WINTER 2022 63842,0000100,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",GIRV 2120
WINTER 2022 65201,65201,WINTER 2022 63842,0000100,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",GIRV 2120
WINTER 2022 65219,65219,WINTER 2022 63842,0000100,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",GIRV 2129
WINTER 2022 08664,08664,WINTER 2022 08664,0100000,"(""1900-01-01 13:00:00"",""1900-01-01 13:50:00"")",PHELP3525
WINTER 2022 08672,08672,WINTER 2022 08664,0100000,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",PHELP3525
WINTER 2022 08698,08698,WINTER 2022 08698,0100000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",SH 1430
WINTER 2022 57034,57034,WINTER 2022 57034,0000100,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",PHELP1440
WINTER 2022 63826,63826,WINTER 2022 57034,0000100,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",PHELP1448
WINTER 2022 66175,66175,WINTER 2022 66175,1000000,"(""1900-01-01 08:00:00"",""1900-01-01 08:50:00"")",GIRV 2108
WINTER 2022 66183,66183,WINTER 2022 66175,0000100,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",GIRV 1119
WINTER 2022 57059,57059,WINTER 2022 57059,0000100,"(""1900-01-01 14:00:00"",""1900-01-01 14:50:00"")",PHELP2536
WINTER 2022 57067,57067,WINTER 2022 57059,0000100,"(""1900-01-01 15:00:00"",""1900-01-01 15:50:00"")",PHELP2536
WINTER 2022 57075,57075,WINTER 2022 57059,0000100,"(""1900-01-01 16:00:00"",""1900-01-01 16:50:00"")",PHELP2536
WINTER 2022 09092,09092,WINTER 2022 09092,0010000,"(""1900-01-01 17:00:00"",""1900-01-01 17:50:00"")",ED 1205
WINTER 2022 09100,09100,WINTER 2022 09092,0010000,"(""1900-01-01 18:00:00"",""1900-01-01 18:50:00"")",ED 1205
WINTER 2022 09118,09118,WINTER 2022 09092,0001000,"(""1900-01-01 09:00:00"",""1900-01-01 09:50:00"")",ED 1203
WINTER 2022 09126,09126,WINTER 2022 09092,0001000,"(""1900-01-01 10:00:00"",""1900-01-01 10:50:00"")",ED 1203
WINTER 2022 09134,09134,WINTER 2022 09092,0001000,"(""1900-01-01 11:00:00"",""1900-01-01 11:50:00"")",ED 1203
WINTER 2022 09142,09142,WINTER 2022 09092,0001000,"(""1900-01-01 12:00:00"",""1900-01-01 12:50:00"")",ED 1203
