id,acronym,first_name,last_name,department,difficulty,rating,take_again_percentage,tags,reviews_cnt,img_url
VGVhY2hlci0xMzk2,,Harold,Drake,History,3.8,3.7,-1,"",74,
VGVhY2hlci03NTEz,,Lisa,Maass,Economics,2.4,4.6,90,"{Caring,Tough grader,Clear grading criteria,Skip class? You won't pass.,Amazing lectures ,Gives good feedback,Respected,Test heavy,Get ready to read,Would take again,Lots of homework,Hilarious,Accessible outside class}",61,
VGVhY2hlci0xMTE0NQ==,,Aaron,Belkin,Political Science,3.1,4.2,100,"{Amazing lectures ,Inspirational,Lecture heavy}",89,
VGVhY2hlci0yMTk4NjA5,,John,Robertson,Linguistics,3.1,3.6,83,"{Participation matters,Gives good feedback,Tough grader,Respected,Group projects,Clear grading criteria,Inspirational,Lots of homework,So many papers,Caring,Lecture heavy}",7,https://www.ems.ucsb.edu/sites/default/files/styles/max_1300x1300/public/2023-08/Robertson.jpg.jpeg?itok=kNPaUx5O
VGVhY2hlci0yMTExMzkz,,Adam,Sabra,History,3.8,3.5,50,"{Get ready to read,Lecture heavy,Graded by few things,Tough grader,Gives good feedback,Participation matters,Skip class? You won't pass.,Lots of homework}",8,https://www.history.ucsb.edu/wp-content/uploads/Sabra021-e1446086494918.jpg
VGVhY2hlci0xMTE0Ng==,,Monica,Orozco,History,3.5,2.5,-1,"",32,
VGVhY2hlci03MjMxMg==,,Chikako,Shinagawa,Languages,2,5,100,"{Gives good feedback,Hilarious,Caring,Participation matters,Lots of homework,Skip class? You won't pass.,Amazing lectures ,Respected,Accessible outside class}",37,https://www.eastasian.ucsb.edu/wp-content/uploads/shinagawa-b.png
VGVhY2hlci03MjMzNQ==,,John,Nathan,International Studies,2.5,3.4,80,"{Get ready to read,Respected,Participation matters,Skip class? You won't pass.,Gives good feedback,Inspirational,Hilarious,Caring,Graded by few things,Accessible outside class}",27,https://www.eastasian.ucsb.edu/wp-content/uploads/nathan-e1381872654140.png
VGVhY2hlci01NDY4Nw==,SPICKARD P R,Paul,Spickard,History,3.1,4.1,71,"{Get ready to read,Inspirational,Hilarious,Respected,Caring,Amazing lectures ,Participation matters,Tough grader,Skip class? You won't pass.,Gives good feedback,Lots of homework,Lecture heavy,Accessible outside class,Clear grading criteria,So many papers,Graded by few things}",91,https://www.history.ucsb.edu/wp-content/uploads/Paul-Color.jpg
VGVhY2hlci05NzM0Ng==,RAPPAPORT E D,Erika,Rappaport,History,2.6,4.3,78,"{Get ready to read,EXTRA CREDIT,Caring,Respected,So many papers,Accessible outside class,Amazing lectures ,Clear grading criteria,Gives good feedback,Graded by few things,Tough grader,Participation matters,Lots of homework,Skip class? You won't pass.,Would take again,Lecture heavy,Test heavy}",51,https://www.history.ucsb.edu/wp-content/uploads/67F683ED-790A-45A4-9C2F-2EB1BFE7F27F_1_105_c.jpeg
VGVhY2hlci0yMjI3MDY4,SWENSON J S,Julie,Swenson,Statistics,3.3,4.5,91,"{Accessible outside class,Caring,Clear grading criteria,Amazing lectures ,Skip class? You won't pass.,Gives good feedback,Test heavy,Respected,Lecture heavy,Get ready to read,Inspirational,Graded by few things,Tough grader,Lots of homework,Tests are tough,Online Savvy}",75,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcE-UQwoVg-6ZptVrvAxKV_ix0hcASC3FHdb4zjU6-8A&s
VGVhY2hlci0xNTM1MzE0,,David,Novak,Music,4,1.9,50,"{Get ready to read,Skip class? You won't pass.,Participation matters,Group projects,Tough grader,Amazing lectures ,Lots of homework,Lecture heavy}",11,https://music.ucsb.edu/sites/default/files/styles/people_square/public/people/david%20novak.jpeg?itok=phHUqodG
VGVhY2hlci0xNDA2MDIy,,Helen,Morales,Classics,2.5,4.8,91,"{Amazing lectures ,Clear grading criteria,Get ready to read,Hilarious,Respected,Lecture heavy,Skip class? You won't pass.,Gives good feedback,Caring,Graded by few things,Participation matters,Would take again,Inspirational,Lots of homework,Tough grader,Tests? Not many,So many papers,Accessible outside class,Online Savvy}",64,https://www.femst.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/morales2.png?itok=2bBbkq8k
VGVhY2hlci0yODQyODcz,TSUCHIYA Y,Yukiko,Tsuchiya,East Asian Languages & Cultures,3,5,100,"{Gives good feedback,Lots of homework,Hilarious,Caring,Respected,Accessible outside class}",2,https://www.eastasian.ucsb.edu/wp-content/uploads/2022/08/tsuchiya.jpg
VGVhY2hlci0xNTc0MjE=,,Peter,Sturman,Fine Arts,3.3,3.8,60,"{Get ready to read,Amazing lectures ,Inspirational,Tough grader,Gives good feedback,Respected,Graded by few things,Participation matters,EXTRA CREDIT,Clear grading criteria,Caring,Lecture heavy,Test heavy}",35,https://www.eastasian.ucsb.edu/wp-content/uploads/East-Asian-Sturman-photo.jpg
VGVhY2hlci05MTE4MzE=,,Frederick,Dahlquist,Biochemistry,4,2.4,20,"{Test heavy,Get ready to read,Clear grading criteria,Lots of homework,Hilarious,Lecture heavy}",17,https://www.mcdb.ucsb.edu/sites/default/files/styles/medium_square/public/2018-11/frederick-dahlquist.jpg?h=78ed7964&itok=ikSsXEdH
VGVhY2hlci0yMjM0NjY=,,Roy,Vallis,Writing,1.7,4.7,-1,"",43,https://www.writing.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/vallis_r.jpg?itok=GvB769Gr
VGVhY2hlci0xMzU0Nw==,,Robert,Crouch,Economics,3.5,3,-1,"",227,
VGVhY2hlci00OTAzMQ==,KHOURY N N,Nuha,Khoury,Fine Arts,3.9,2,25,"{Skip class? You won't pass.,Lecture heavy,Tough grader,Get ready to read,Participation matters,Caring,Tests are tough,Amazing lectures ,Would take again,Graded by few things,Accessible outside class,Gives good feedback,Beware of pop quizzes}",53,
VGVhY2hlci0xNzgxOTM=,,Dennis,Clegg,Biology,4,4.3,69,"{Tough grader,Hilarious,Lecture heavy,Test heavy,Tests are tough,Amazing lectures ,Respected,Get ready to read,Skip class? You won't pass.,Inspirational,Graded by few things,Would take again,Participation matters}",35,https://www.mcdb.ucsb.edu/sites/default/files/styles/medium_square/public/2018-11/dennis-clegg.jpg?h=afbe0528&itok=NcjmyY99
VGVhY2hlci0yNzU3Njc=,,Rolf,Christoffersen,Biology,3.9,3.3,44,"{Test heavy,Graded by few things,Lecture heavy,Tough grader,Skip class? You won't pass.,Accessible outside class,Clear grading criteria,Participation matters,Gives good feedback,Get ready to read,EXTRA CREDIT,Amazing lectures ,Lots of homework,Caring,Respected,Hilarious}",90,https://www.mcdb.ucsb.edu/sites/default/files/styles/medium_square/public/2019-06/rolf-christoffersen.jpg?h=33228d35&itok=gMDzNoJV
VGVhY2hlci0xODI0MjI0,,Otger,Campas,Mechanical Engineering,3.6,3.7,71,"{Lots of homework,Tough grader,Would take again,Inspirational,Caring,Test heavy,Get ready to read,Skip class? You won't pass.,Tests are tough,Tests? Not many,Respected}",13,https://me.ucsb.edu/sites/default/files/styles/people_thumb/public/people/images/Campas_0_0.jpg?itok=6HySanJc
VGVhY2hlci0xMTAyMTM3,CANTRELL A M,Akiyo,Cantrell,Languages,2.9,4,100,"{Hilarious,Participation matters,Gives good feedback,Caring,Tough grader,Skip class? You won't pass.,Amazing lectures ,Clear grading criteria,Accessible outside class}",12,https://www.eastasian.ucsb.edu/wp-content/uploads/cantrell_a.png
VGVhY2hlci04ODcxMA==,,Britt,Andreatta,Social Science,2.6,3.3,-1,"",57,
VGVhY2hlci00NTM0MTc=,,Rod,Garratt,Economics,3,4.4,90,"{Amazing lectures ,Test heavy,Clear grading criteria,Respected,Get ready to read,Caring,Skip class? You won't pass.,Lecture heavy,Graded by few things,Tough grader,Inspirational,Accessible outside class,Participation matters,Tests are tough,Would take again,Gives good feedback,Lots of homework,Hilarious}",52,https://econ.ucsb.edu/sites/default/files/styles/medium_square/public/2020-08/rod-garratt.jpg?h=36b2c8b8&itok=QJyRQm5n
VGVhY2hlci03NDQyNDE=,BIRCHENALL J,Javier,Birchenall,Economics,3.6,2.6,48,"{Test heavy,Tough grader,Graded by few things,Get ready to read,Clear grading criteria,Lecture heavy,Lots of homework,Skip class? You won't pass.,Accessible outside class,Caring,Amazing lectures ,Inspirational,Respected,Participation matters,Gives good feedback,Hilarious}",99,https://econ.ucsb.edu/sites/default/files/styles/medium_square/public/2020-08/javier-birchenall.jpg?h=36b2c8b8&itok=PmP2tIqm
VGVhY2hlci00NzEzMzA=,,Libe,Washburn,Geography,3.2,4.3,100,"{Caring,Amazing lectures ,Skip class? You won't pass.,Group projects,Would take again,Respected,Lecture heavy,Accessible outside class}",14,https://www.geog.ucsb.edu/sites/default/files/styles/medium_square/public/2021-02/libe-washburn.jpg?h=b9c47b47&itok=lE_dG63P
VGVhY2hlci0xMDc1MDI=,,Fikret,Yegul,Architecture,3.1,2.7,0,"{Tough grader,Skip class? You won't pass.,Participation matters,Tests are tough,Lecture heavy,Graded by few things}",89,
VGVhY2hlci0xMTI5MDA=,,Mike,Costanzo,Computer Science,2.5,3.7,40,"{Clear grading criteria,Get ready to read,Lecture heavy,Group projects,Gives good feedback,Tough grader,Skip class? You won't pass.,Would take again,Inspirational,Lots of homework,So many papers,Respected,Accessible outside class}",79,
VGVhY2hlci0xMTgyNTA=,,Jaya,Bishwal,Statistics,2.8,3.6,0,"{Get ready to read,Accessible outside class}",13,
VGVhY2hlci0xMTgyNTE=,,Adil,Yaqub,Mathematics,2.3,3,100,"{Caring,Lecture heavy,Tough grader,Get ready to read,Skip class? You won't pass.,Lots of homework,Graded by few things}",52,
VGVhY2hlci0xMjQ2MzA=,,Chris,Newfield,English,2.4,3.8,18,"{Get ready to read,Inspirational,Lecture heavy,Clear grading criteria,Would take again,Caring,Accessible outside class,Skip class? You won't pass.,Lots of homework,Test heavy}",40,
VGVhY2hlci0xMjcxOTc=,,Nick,Tingle,Writing,2,4.5,-1,"",26,
VGVhY2hlci0xMjk3NDk=,MAHAN M J,Mike,Mahan,Science,4,4.3,40,"{Skip class? You won't pass.,Accessible outside class,Hilarious,Tough grader,Participation matters,Caring,Test heavy}",14,
VGVhY2hlci0xMzI0ODI=,,Brian,Loftus,English,3.2,3.2,-1,"",45,
VGVhY2hlci0xMzI2NzI=,,Laurence,Rickels,Germanic & Russian Studies,2.4,2.5,100,"{Amazing lectures ,Inspirational,Accessible outside class}",61,
VGVhY2hlci0xMzkxNDI=,,Elieen,Boris,Women's Studies,2.6,3.4,100,"{Get ready to read,Participation matters,Skip class? You won't pass.,So many papers,Caring,Lecture heavy}",29,
VGVhY2hlci0xNTg0NzA=,,Stephanie,Lemenager,English,2.6,4.7,-1,"{Gives good feedback,Inspirational,Lots of homework}",29,
VGVhY2hlci0xNjYwNjI=,,Cedric,Robinson,Ethnic Studies,3.5,3.5,100,"{Amazing lectures ,Respected,Gives good feedback,Caring}",28,
VGVhY2hlci0xMzMzNDA=,,Edward,Keller,Geography,3,3.3,40,"{Get ready to read,Group projects,Lots of homework,Tough grader,Lecture heavy,Graded by few things,Hilarious,So many papers,Inspirational,Beware of pop quizzes,Accessible outside class,EXTRA CREDIT,Tests? Not many,Would take again,Gives good feedback,Caring,Test heavy}",64,https://www.geol.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/Keller3.jpg?itok=SIgW_i-w
VGVhY2hlci0xNzk4Njgx,HOELLE J A,Jeffrey,Hoelle,Anthropology,2.2,4,80,"{Hilarious,EXTRA CREDIT,Inspirational,Get ready to read,Amazing lectures ,Lecture heavy,Clear grading criteria,Respected,Participation matters,Graded by few things,Would take again,Skip class? You won't pass.,Gives good feedback,Caring,Accessible outside class,Tough grader,Tests? Not many}",63,https://www.anth.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/Jeff%20Hoelle%20jungle.jpg?itok=8nF7LiO1
VGVhY2hlci0yMzQxODQ5,,Cascade,Tuholske,Geography,3,3.8,80,"{Hilarious,Participation matters,Get ready to read,Skip class? You won't pass.,Clear grading criteria,Lots of homework,Lecture heavy,Test heavy,Accessible outside class}",5,https://chc.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/Screen%20Shot%202019-11-13%20at%203.32.41%20PM_0.png?itok=cUFzPwcB
VGVhY2hlci04MjI0MTA=,LOAICIGA H,Hugo,Loaiciga,Geography,3.1,2.6,56,"{Skip class? You won't pass.,Clear grading criteria,Tough grader,Respected,Lecture heavy,Test heavy,Get ready to read,Amazing lectures ,Gives good feedback,Lots of homework,Caring,Graded by few things}",19,https://www.geog.ucsb.edu/sites/default/files/styles/medium_square/public/2021-01/hugo-loaiciga.jpg?h=1051e78a&itok=rVIKKHPp
VGVhY2hlci0yMjA2Mjkw,,Matto,Mildenberger,Political Science,3.5,3.9,67,"{Skip class? You won't pass.,Lots of homework,Get ready to read,Clear grading criteria,Inspirational,Accessible outside class,Amazing lectures ,Caring,Lecture heavy,Group projects,Gives good feedback,Tough grader,EXTRA CREDIT,Respected,Graded by few things}",18,https://bren.ucsb.edu/sites/default/files/styles/headshot/public/2020-06/matto-mildenberger-2.jpg?h=423bf7eb&itok=lDmheWJl
VGVhY2hlci0zNjU5NDE=,MEIRING W,Wendy,Meiring,Statistics,3.8,3,33,"{Tough grader,Lots of homework,Lecture heavy,Would take again,Caring,Get ready to read,Participation matters,Skip class? You won't pass.,Tests are tough,Clear grading criteria,Tests? Not many,Gives good feedback,Test heavy,Graded by few things,Accessible outside class}",38,https://bren.ucsb.edu/sites/default/files/styles/headshot/public/2020-07/WendyMeiringHeadshot.jpg?h=a9e1ef67&itok=Hwp3KtQ5
VGVhY2hlci0xMjk1MjIz,METIU H I,Horia,Metiu,Chemistry,3.7,3,83,"{Tough grader,Accessible outside class,Get ready to read,Inspirational,Lecture heavy,Graded by few things,Tests are tough,Lots of homework}",10,https://www.chem.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/metiu_h.jpg?itok=0YrLocq-
VGVhY2hlci0xNzY2NjI=,,Ronald,Egan,Literature,3.1,3.2,-1,"",19,https://www.eastasian.ucsb.edu/wp-content/uploads/egan-e1381963070321.png
VGVhY2hlci0xNjYwOTU=,,Arthur,Schwartz,Languages,3.6,2.3,100,"{Inspirational,Respected,Accessible outside class}",32,
VGVhY2hlci0xNzEyNjk=,,Phillip,Walker,Anthropology,3.4,4.1,-1,"",18,
VGVhY2hlci0xNzEzMTA=,,Catherine,Albanese,Religion,2.7,3.2,-1,"",45,
VGVhY2hlci0xNzkxNTg=,,Robert,Erickson,English,3.4,3,-1,"{Tough grader,Would take again,Inspirational}",21,
VGVhY2hlci0xODYwNzI=,,Doug,Folsom,Physics,2.6,4.7,-1,"",26,
VGVhY2hlci0xODYwOTQ=,CAMPO M,Magda,Campo,Theology,3,4.6,100,"{Participation matters,Lots of homework,Hilarious,Skip class? You won't pass.,EXTRA CREDIT,Gives good feedback,Caring,Accessible outside class}",30,
VGVhY2hlci0yMDQzNzA=,,John,Wilson,English,2.9,4.4,-1,"",8,
VGVhY2hlci0yMDQzNzc=,,Kay,Young,English,3.5,4.8,100,"{Inspirational,Amazing lectures ,Get ready to read,Participation matters,Skip class? You won't pass.,Gives good feedback,Tough grader,Would take again,Hilarious,Caring,Respected}",24,
VGVhY2hlci0yMTQ2OTM=,,J. Sears,McGee,History,3.3,3.9,100,"{Get ready to read,Skip class? You won't pass.,Amazing lectures ,Gives good feedback,Lecture heavy,Tough grader,Clear grading criteria,Would take again,Inspirational,Caring,Accessible outside class}",40,
VGVhY2hlci0yMTYwNjk=,,Garrett,Glasgow,Political Science,2.2,4.6,-1,"",18,
VGVhY2hlci0zMTYwODc=,,Edward,Branigan,Film,3.9,3.9,-1,"",22,
VGVhY2hlci0zMjIzMzg=,,Wade,Roof,Religion,2.2,3.5,-1,"",28,
VGVhY2hlci0yNzU1NTcw,SWEEN S D,Spencer,Sween,Economics,3.5,5,100,"{Accessible outside class,Amazing lectures ,Gives good feedback,Caring,Respected}",2,https://econ.ucsb.edu/sites/default/files/styles/medium_square/public/2021-11/Sween%2C%20Spencer%20-%2002%20%281%29.jpg?h=33e17f4c&itok=tR2Xsa9M
VGVhY2hlci0yNTMzODEy,,Paasha,Mahdavi,Political Science,3.9,4.8,92,"{Caring,Lots of homework,Respected,Clear grading criteria,Gives good feedback,Tough grader,EXTRA CREDIT,Lecture heavy,Accessible outside class,Skip class? You won't pass.,Group projects,Amazing lectures ,Graded by few things}",14,https://bren.ucsb.edu/sites/default/files/styles/headshot/public/2021-06/Mahdavi-Paasha.JPG?h=f051f5e6&itok=uwIzZDFf
VGVhY2hlci0yNjEwMjc5,,Sally,MacIntyre,Biology,0,0,-1,"",0,https://bren.ucsb.edu/sites/default/files/styles/headshot/public/2020-06/sallly-macintyre.jpg?h=93fa4828&itok=4iGDjlUO
VGVhY2hlci0yMzU2MzE0,,Vena,Chu,Geography,3,5,92,"{Amazing lectures ,Gives good feedback,Accessible outside class,Clear grading criteria,Caring,Participation matters,Lots of homework,Skip class? You won't pass.,Inspirational,Test heavy,Graded by few things,Online Savvy}",13,https://www.geog.ucsb.edu/sites/default/files/styles/medium_square/public/2021-01/vena-chu.jpg?h=7297037e&itok=e6T6JX63
VGVhY2hlci0xOTM2MTIz,,Leila ,Carvalho,Geography,2.4,2.6,-1,"{Get ready to read,Lecture heavy,Participation matters,Respected}",5,https://www.geog.ucsb.edu/sites/default/files/styles/medium_square/public/2021-01/leila-carvalho.jpg?h=ffe2bbf3&itok=hjkOTBfP
VGVhY2hlci0xNzAxODA0,,Peter,Alagona,History,3,5,92,"{Amazing lectures ,Get ready to read,Inspirational,Respected,Clear grading criteria,Caring,Hilarious,Beware of pop quizzes,Participation matters,Group projects,Would take again,Lecture heavy,Skip class? You won't pass.,Gives good feedback,Lots of homework,EXTRA CREDIT,Tough grader,Graded by few things,Tests? Not many,So many papers,Accessible outside class}",104,https://www.history.ucsb.edu/wp-content/uploads/peter_s_alagona.jpg
VGVhY2hlci0yMjkyODE=,,Bill,Jacob,Mathematics,3.9,3.1,80,"{Tough grader,Tests are tough,Amazing lectures ,Lots of homework,Lecture heavy,Skip class? You won't pass.,Group projects,Inspirational,Get ready to read,Participation matters,Tests? Not many,Would take again,Gives good feedback,Hilarious,Caring,Respected}",49,
VGVhY2hlci0xNDUzOTU0,,Xiaowei,Zheng,History,3.6,4.8,88,"{Get ready to read,Respected,Inspirational,Gives good feedback,Participation matters,Amazing lectures ,Caring,Accessible outside class,Lecture heavy,Tough grader,Skip class? You won't pass.,Clear grading criteria,Lots of homework,So many papers,Graded by few things}",43,https://www.eastasian.ucsb.edu/wp-content/uploads/eacs-logo-2018-ondarkbg.png
VGVhY2hlci0yMzQ5NzU=,,Laura,Jansma,Communication,2.9,3.8,33,"{Respected,Skip class? You won't pass.,Gives good feedback,Get ready to read,Participation matters,Amazing lectures ,Clear grading criteria,Would take again,Caring,Lecture heavy,Test heavy}",60,
VGVhY2hlci0yMTgyNDEw,,Kate,McDonald,History,2.8,4.6,100,"{Get ready to read,Gives good feedback,Clear grading criteria,Caring,Skip class? You won't pass.,Respected,Group projects,Inspirational,Graded by few things,Accessible outside class}",10,https://history.ucsb.edu/wp-content/uploads/McDonald.headShot.alt_.1.hiRes_.2022-scaled.jpg
VGVhY2hlci0yMzU1NDA=,,David,Kohl,Biology,2.7,4.6,-1,"",59,
VGVhY2hlci00OTAzMA==,MARCUS S L,Scott,Marcus,Music,1.9,3.4,100,"{Get ready to read,Respected,Tough grader,Amazing lectures ,Lots of homework,Hilarious,Caring,Lecture heavy}",46,https://www.femst.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/Marcus.jpg?itok=IyhkcURi
VGVhY2hlci0yNDA4NTU=,,Tara,Yosso,Ethnic Studies,3,2,-1,"",25,
VGVhY2hlci0zNjA4MDI=,,Jocelyn,Holland,Languages,2.3,3.6,80,"{Get ready to read,Clear grading criteria,Would take again,Lecture heavy,Caring,Respected,So many papers,Graded by few things}",26,
VGVhY2hlci00OTI1OTc=,,Shankar,Aswani,Anthropology,3.8,2.9,-1,"",12,
VGVhY2hlci01MjQ0NjA=,,Jason,Raley,Education,2.4,4.4,100,"{Amazing lectures ,Would take again,Inspirational,Respected,Get ready to read,Participation matters,Gives good feedback,Lots of homework,Caring,Lecture heavy}",30,
VGVhY2hlci01Mjc4MDQ=,,Al,Ferrer,Physical Ed,3,3.9,100,"{Tough grader,Tests are tough,Hilarious,Respected,Lecture heavy,Accessible outside class}",27,
VGVhY2hlci01Mjk3Mzc=,,Jeff,Richman,Physics,3.8,3,50,"{Tough grader,Amazing lectures ,Inspirational,Test heavy,Accessible outside class}",15,
VGVhY2hlci0yNDQ0NjI=,LAVERMAN L E,Leroy,Laverman,Chemistry,3.3,4.1,100,"{Tough grader,Skip class? You won't pass.,Amazing lectures ,Caring,Respected,Tests are tough,Would take again,Gives good feedback,Inspirational}",54,
VGVhY2hlci0zNjE4MjM=,MARCUSE H,Harold,Marcuse,History,2.5,3,60,"{Get ready to read,EXTRA CREDIT,Skip class? You won't pass.,Participation matters,Clear grading criteria,Lecture heavy,Accessible outside class,Lots of homework,So many papers,Caring,Respected,Graded by few things,Tough grader,Amazing lectures }",59,https://history.ucsb.edu/wp-content/uploads/harold_marcuse.jpg
VGVhY2hlci0yNTg3OTI2,,Michael,Brown,Environmental Science & Mgmt.,0,0,-1,"",0,https://education.ucsb.edu/sites/default/files/styles/person/public/images/people/michaelbrown.jpg?itok=x7nxhItB
VGVhY2hlci0yNDUzMTY=,,Carol,Pasternak,English,2.9,2.7,-1,"",21,
VGVhY2hlci0yNDg1MDc=,,Richard,Helgerson,English,2.9,4,-1,"",15,
VGVhY2hlci00MDgxNzI=,MAJEWSKI J D,John,Majewski,History,2.8,4.9,100,"{EXTRA CREDIT,Caring,Clear grading criteria,Accessible outside class}",65,https://history.ucsb.edu/wp-content/uploads/John-Majewski-1.jpg
VGVhY2hlci0xNTY0Mjk=,LANSING C L,Carol,Lansing,History,3.4,4.3,79,"{Get ready to read,Lecture heavy,Skip class? You won't pass.,Respected,Graded by few things,Tough grader,Gives good feedback,Tests? Not many,Participation matters,Amazing lectures ,Clear grading criteria,So many papers,EXTRA CREDIT,Caring,Test heavy,Accessible outside class}",69,https://history.ucsb.edu/wp-content/uploads/Carol_Lansing_007FF.jpg
VGVhY2hlci0yNzU3NTM=,,Andrea,Fishman,Classics,3.1,2.6,44,"{Get ready to read,Gives good feedback,Caring,Graded by few things,Skip class? You won't pass.,Lots of homework,Lecture heavy}",40,
VGVhY2hlci0xMDQwNTk5,,Mary,Hancock,Anthropology,3.5,2.9,0,"{Get ready to read,Tough grader,Group projects,Amazing lectures ,Clear grading criteria,Would take again,Respected,Lecture heavy}",8,https://www.femst.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/m.hancock.jpg?itok=UGMuBXYG
VGVhY2hlci0yNzY4MTM=,,Francisco,Lomeli,Ethnic Studies,3.3,2.7,0,"{Skip class? You won't pass.,Tough grader,EXTRA CREDIT,Get ready to read,Would take again,So many papers}",35,
VGVhY2hlci0yNzk0NTM=,GOODEARL K,Ken,Goodearl,Mathematics,3,4.4,65,"{Clear grading criteria,Graded by few things,Test heavy,Respected,Lecture heavy,Tough grader,Get ready to read,Accessible outside class,Skip class? You won't pass.,Tests are tough,Inspirational}",73,
VGVhY2hlci01NjAyNzM=,,Cissy,Ross,Writing,1.9,4.4,100,"{Caring,Would take again,Gives good feedback,Hilarious,Respected}",10,https://www.writing.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/cissy%20headshot%202014.jpg?itok=K_nrmbX2
VGVhY2hlci0yODA0OTg=,,Matt,Gordon,Languages,1.9,4.4,67,"{Respected,Participation matters,Amazing lectures ,Gives good feedback,Caring}",23,
VGVhY2hlci0yODA1MDI=,,Robert,Morstein-Marx,Classics,2.3,4.8,100,"{Amazing lectures ,Tough grader,Get ready to read,Would take again,Inspirational,Hilarious,Respected,Lecture heavy}",25,
VGVhY2hlci0yODE1MTg=,,Jennifer,Earl,Sociology,3.3,3.6,-1,"",19,
VGVhY2hlci0yODk3MDE=,,Marek,Kapicka,Economics,3.7,2.5,-1,"",31,
VGVhY2hlci0yMzE3MTAw,BRIDGES T S,Tristan,Bridges,Sociology,4,5,78,"{Amazing lectures ,Inspirational,Get ready to read,Clear grading criteria,Tough grader,Lots of homework,So many papers,Gives good feedback,Hilarious,Caring,Respected,Graded by few things}",18,https://www.femst.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/Tristan%20Bridges%20%281%29.png?itok=m3wqtgAA
VGVhY2hlci0yOTU2NDk=,,Eve,Darian-Smith,Law,2.8,3.7,-1,"",31,
VGVhY2hlci0zMDAxMDM=,,Robert,Hinckley,Political Science,2.4,4.2,-1,"",17,
VGVhY2hlci00MTk2NDU=,,Lisa,Jacobson,History,3.3,4.3,91,"{Get ready to read,Tough grader,Gives good feedback,Participation matters,Skip class? You won't pass.,Amazing lectures ,Tests? Not many,Would take again,Caring,Respected,Accessible outside class,Lots of homework,So many papers,EXTRA CREDIT,Tests are tough,Clear grading criteria,Test heavy}",42,https://history.ucsb.edu/wp-content/uploads/lisa_jacobson.jpg
VGVhY2hlci0yMjY2NDA3,,Manuel,Covo,History,3,3.6,80,"{Get ready to read,Amazing lectures ,Clear grading criteria,Graded by few things,Participation matters,Gives good feedback,Skip class? You won't pass.,Inspirational,So many papers,Caring,Respected,Accessible outside class}",13,https://history.ucsb.edu/wp-content/uploads/Manuel-Covo.jpg
VGVhY2hlci0xMTgyNTM=,HANSON J L,Jeffrey,Hanson,Writing,3,5,92,"{Gives good feedback,Caring,Inspirational,Group projects,Accessible outside class,Participation matters,Amazing lectures ,Respected,Tough grader,Clear grading criteria,Lots of homework,Hilarious,Graded by few things}",43,https://www.writing.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/hanson.jpg?itok=ZXMUPFwi
VGVhY2hlci0zMDQzNDk=,,David,Rock,History,2.4,3.6,-1,"",19,
VGVhY2hlci0zMjczNDc=,STANSELL A,Amanda,Stansell,Writing,2.6,4.5,64,"{Tough grader,Gives good feedback,Participation matters,Group projects,Clear grading criteria,Caring,So many papers,Respected,Graded by few things,Skip class? You won't pass.,EXTRA CREDIT,Would take again,Inspirational,Lots of homework,Accessible outside class}",55,https://www.writing.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/stansell.jpg?itok=uw7BgquZ
VGVhY2hlci0zMjQwMzQ=,,Carlos,Morton,Theater,2,2.3,0,"{Skip class? You won't pass.,Graded by few things}",7,
VGVhY2hlci04MzA5NzY=,,Adrienne,Edgar,History,2.9,3.3,82,"{Get ready to read,Caring,Lecture heavy,Accessible outside class,Participation matters,So many papers,Respected,Tough grader,Amazing lectures ,Clear grading criteria,Lots of homework,Graded by few things}",26,https://history.ucsb.edu/wp-content/uploads/adrienne_edgar.jpg
VGVhY2hlci0zNjIxNDU=,GAULIN S J,Steven,Gaulin,Anthropology,4.3,4,65,"{Tough grader,Get ready to read,EXTRA CREDIT,Lecture heavy,Respected,Lots of homework,Accessible outside class,Test heavy,Clear grading criteria,Amazing lectures ,Participation matters,Skip class? You won't pass.,Graded by few things,Caring,Gives good feedback,Inspirational,Would take again,Hilarious,Tests are tough,Tests? Not many,Beware of pop quizzes}",311,https://www.anth.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/Steven_for_Why%20Women.jpg?itok=xBWeef68
VGVhY2hlci00NjQ5Mzg=,,Elizabeth,Digeser,History,4.3,3.5,90,"{Get ready to read,Lecture heavy,Tough grader,Skip class? You won't pass.,Graded by few things,Caring,Amazing lectures ,Beware of pop quizzes,Would take again,Gives good feedback,Respected,Clear grading criteria,Participation matters,Group projects,Tests? Not many,Hilarious,So many papers,Accessible outside class}",103,https://history.ucsb.edu/wp-content/uploads/2015/09/elizabeth_depalma_digeser.jpg
