id,acronym,first_name,last_name,department,difficulty,rating,take_again_percentage,tags,reviews_cnt,img_url
VGVhY2hlci04NzA3NTM=,,Michael,Bowling,Nursing,0,0,-1,"",0,
VGVhY2hlci04NzM2NzU=,,Amandeep,Sandhu,Sociology,2.4,3.2,-1,"",10,
VGVhY2hlci04Nzc3MzQ=,,Janet,Kayfetz,Computer Science,3,3,0,{Hilarious},2,
VGVhY2hlci04ODE3NDU=,,Suk-Young,Kim,Theater,2.7,3.9,-1,"{Amazing lectures ,Clear grading criteria,Would take again}",7,
VGVhY2hlci04ODM1NjE=,,Art,Gilbert,Physical Education,3.2,3.9,100,"{Amazing lectures ,Inspirational}",97,
VGVhY2hlci04ODM1NjU=,,Stefania,Tutino,Religion,3.2,4.5,-1,"",43,
VGVhY2hlci04ODM1NzQ=,,Jeffrey,Hehmeyer,Writing,2.7,4.8,-1,"",13,
VGVhY2hlci04ODYwODE=,,Roy,Smith,Engineering,3.9,3.6,-1,"",7,
VGVhY2hlci04OTI1ODY=,,V.P,Foreman,Law,2.3,3.5,-1,"",12,
VGVhY2hlci04OTMwNTE=,,Nathan,Perry,History,3.5,4.1,-1,"",4,
VGVhY2hlci05Mzg0OA==,,Hiroko,Sugawara,Languages,2,4.5,50,"{Skip class? You won't pass.,Would take again,Gives good feedback}",18,https://www.eastasian.ucsb.edu/wp-content/uploads/sugawara.png
VGVhY2hlci0xMTY2NTI3,,Ryan,Ottman,Mathematics,3.3,3.5,-1,"",29,
VGVhY2hlci0yNTAxNjMx,LOUIS M R,Matthieu,Louis,Biology,4.6,3.8,33,"{Caring,Clear grading criteria,Accessible outside class,Participation matters,Skip class? You won't pass.,Gives good feedback,Inspirational,Lots of homework,Hilarious,Respected,Lecture heavy,Graded by few things}",10,https://louis.mcdb.ucsb.edu/sites/default/files/styles/medium_square/public/2019-11/matthieu-louis_0.jpg?itok=TIk_Y5fY
VGVhY2hlci0xNjgyNjQ=,FINKELSTEIN R,Ruth,Finkelstein,Biology,4.4,2.2,20,"{Tough grader,Lecture heavy,Test heavy,Graded by few things,Get ready to read,Skip class? You won't pass.,EXTRA CREDIT,Participation matters,Accessible outside class,Would take again,Caring,Respected}",92,https://www.mcdb.ucsb.edu/sites/default/files/styles/medium_square/public/2021-05/ruth-finkelstein.jpg?itok=QIe94RmA
VGVhY2hlci0xNzgyMDU=,,Stuart,Feinstein,Biology,3.3,5,96,"{Amazing lectures ,Tough grader,Respected,Test heavy,Lecture heavy,Skip class? You won't pass.,Graded by few things,Would take again,Caring,Accessible outside class,Gives good feedback,Get ready to read,Clear grading criteria,Tests? Not many,Inspirational,Hilarious}",60,https://www.mcdb.ucsb.edu/sites/default/files/styles/medium_square/public/2019-05/stu-feinstein.jpg?h=ff7a3195&itok=8jqOWhkh
VGVhY2hlci0yMDQzNjg=,ALLEN C,Caroline,Allen,English,2.8,4,100,"{Hilarious,Get ready to read,Participation matters,Inspirational,Would take again,Gives good feedback,Caring,Skip class? You won't pass.,EXTRA CREDIT,Tests? Not many,So many papers}",26,
VGVhY2hlci03MjczMjA=,COOLEY T,Tim,Cooley,Music,2.8,3.1,100,"{Get ready to read,Skip class? You won't pass.,Participation matters,Group projects,Beware of pop quizzes,Caring,Accessible outside class}",9,
VGVhY2hlci04OTQxMTA=,,Lily,Maestas,Education,1.5,4.5,-1,"",4,
VGVhY2hlci04OTQxMTQ=,,Elena,Skapoulli,Languages,2.2,3.2,0,"{Beware of pop quizzes,Tough grader,Get ready to read,Group projects,Participation matters,Skip class? You won't pass.,Test heavy}",20,
VGVhY2hlci04OTQyNjI=,,Fikret,Yegal,Art,2.4,3.1,-1,"",8,
VGVhY2hlci04OTQyNjQ=,,.,Gerstenfeld,Education,1,5,100,"",2,
VGVhY2hlci04OTQ3ODc=,,Pavneet,Aulakh,English,3.2,4.8,-1,"{Amazing lectures ,Inspirational,Respected}",6,
VGVhY2hlci04OTU3MDE=,,"",Hagland,Psychology,0,0,-1,"",0,
VGVhY2hlci05MzQyNDU=,,Jon,Ramsey,Writing,2.5,4.6,-1,"",12,https://www.writing.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/jon%20ramsey.jpg?itok=isq19ayN
VGVhY2hlci0yMjQzNTE=,NELSON H,Harry,Nelson,Physics,3.1,5,100,"{Lots of homework,Hilarious,Amazing lectures ,Caring,Respected,Participation matters,Inspirational,Lecture heavy,Test heavy}",19,
VGVhY2hlci0yNzIwNDc=,LIPMAN E A,Everett,Lipman,Physics,3.9,3.6,20,"{Tough grader,Lots of homework,Hilarious,Clear grading criteria,Would take again,Amazing lectures ,Skip class? You won't pass.,Tests? Not many,Respected,Get ready to read,So many papers,Graded by few things,Participation matters,Gives good feedback,Lecture heavy}",61,
VGVhY2hlci05MjM1MDU=,,Carlos,Pio,Literature,3.2,2.4,-1,"",6,
VGVhY2hlci05MjU5NjA=,,Lisa,McAllister,Anthropology,3.9,2.5,-1,"",12,
VGVhY2hlci05MzAxNTc=,,Thai,Chu,Psychology,2.3,3.9,-1,"",8,
VGVhY2hlci05MzM0Njk=,,Andrew,Duncan,Computer Science,2,4.8,100,"{Inspirational,Respected,Hilarious,Caring}",4,
VGVhY2hlci0xODkwMTk4,,Jon,Schuller,Electrical & Comp. Engineering,4,3.5,50,"{Clear grading criteria,Lots of homework,Test heavy,Graded by few things}",2,https://engineering.ucsb.edu/sites/default/files/styles/people_thumb_small/public/people/images/jonschuller.jpg?itok=DISCXDkG&c=e28bc94ec22499952102dc6a932c5770
VGVhY2hlci05MzkzNjE=,,Ana,Requena,Languages,1.8,4.4,100,"{Caring,Participation matters,Skip class? You won't pass.,Clear grading criteria,Would take again,Accessible outside class}",7,
VGVhY2hlci05MjY1OTQ=,,Chris,McMahon,Philosophy,2.7,3.9,67,"{Clear grading criteria,Graded by few things,Skip class? You won't pass.,Amazing lectures ,Accessible outside class,Get ready to read,Would take again,Gives good feedback,Lecture heavy,Test heavy}",22,https://www.materials.ucsb.edu/sites/default/files/styles/people_thumb/public/people/images/Palmstrom%20Chris.jpg?itok=_5acaHc8&c=1bb243658ef3c7416c2a5d73ea91b120
VGVhY2hlci05Mzk3NDU=,,John,Catalini,Writing,1.7,3.8,-1,"",17,
VGVhY2hlci05NDAzNTA=,,Ryan,Blair,Mathematics,5,3.5,-1,"",1,
VGVhY2hlci05NDA4NjA=,,Eileen,Sheridan,Economics,2.7,3.8,-1,"{Skip class? You won't pass.,Caring}",18,
VGVhY2hlci0yMjI0ODc0,,Alenda,Chang,Electrical  Comp. Engineering,0,0,-1,"",0,https://www.theaterdance.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/AChang_photo.jpg?itok=Qnkrpt8K
VGVhY2hlci05NDc2Nzg=,,Hallie,Eakin,Geography,3.7,4.7,-1,"",3,
VGVhY2hlci05NDg5NTA=,,Regina,Longo,Film,2.9,3.6,-1,"",7,
VGVhY2hlci05NTExMTM=,,Rena,Rudy,Communication,0,0,-1,"",0,
VGVhY2hlci0xNzUzOTU=,,Joan,Shea,Chemistry,3.2,3.6,80,"{Amazing lectures ,Gives good feedback,Respected,Would take again,Lots of homework,Tough grader,Participation matters,Skip class? You won't pass.,EXTRA CREDIT,Clear grading criteria,Inspirational,Caring,Accessible outside class}",35,https://www.chem.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/Shea1.JPG?itok=bVNnx6EO
VGVhY2hlci0zNTgwNjM=,,Kalju,Kahn,Chemistry,4.6,3.1,29,"{Tough grader,Lots of homework,Get ready to read,Skip class? You won't pass.,Gives good feedback,Participation matters,Beware of pop quizzes,Test heavy,Tests are tough,Group projects,Clear grading criteria,Would take again,So many papers,Caring,Respected}",101,https://www.chem.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/Kalju_Kahn_008web.jpg?itok=25c9Cca9
VGVhY2hlci02MzI5Nzc=,JAEGER L A,Luc,Jaeger,Chemistry,2.8,2.8,50,"{Get ready to read,Lecture heavy,Participation matters}",10,https://www.chem.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/Jaeger.jpg?itok=zg3qMVdT
VGVhY2hlci05NTMyNDQ=,,Julie,Rowlett,Mathematics,1.5,4.4,-1,"",17,
VGVhY2hlci0yNjI4NjMy,GREENE B L,Brandon,Greene,Biochemistry,4.8,2.1,18,"{Tough grader,Get ready to read,Skip class? You won't pass.,Test heavy,Participation matters,Gives good feedback,Lots of homework,Beware of pop quizzes,Lecture heavy}",11,https://www.chem.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/Brandon_Greene_002web.jpg?itok=wAn6xpE8
VGVhY2hlci0yNDM4NDYx,,Jessica,Valadez,Theater,1.7,4.2,83,"{Participation matters,Caring,Gives good feedback,Hilarious,Get ready to read,Group projects,Inspirational,Respected,Accessible outside class}",6,https://www.theaterdance.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/Jessica.jpg?itok=k5THodpi
VGVhY2hlci0xNDA2Mjc4,,Peter,Ford,Chemistry,4.5,2,100,"{Skip class? You won't pass.,Accessible outside class}",2,https://www.chem.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/p_ford_new_0.jpg?itok=JImbX3YB
VGVhY2hlci05NTYxMjI=,,Philip,Babcock,Economics,3.5,4.1,-1,"",41,
VGVhY2hlci0zNTI4ODI=,,Sunae,Lee,Ethnic Studies,2,4.9,100,"{Hilarious,EXTRA CREDIT,Group projects,Would take again,Lots of homework}",14,
VGVhY2hlci05NjY2NTg=,WEIMBS T,Thomas,Weimbs,Biology,4,3,100,{Graded by few things},11,https://www.mcdb.ucsb.edu/sites/default/files/styles/medium_square/public/2018-12/thomas-weimbs.jpg?h=faca324b&itok=o_KQML7C
VGVhY2hlci05NTY4NDA=,D'ANTONIO C M,Carla,D'Antonio,Biology,2.5,4.6,100,"{Amazing lectures ,Inspirational,Tough grader,Group projects,Would take again,Caring,Respected}",8,
VGVhY2hlci05NTcwNjc=,,Geoffrey,McNeil,English,3.6,4.1,-1,"{Tough grader,Get ready to read,So many papers}",8,
VGVhY2hlci05NTc0NjM=,,Mack,Galloway,Statistics,3.2,2.3,-1,"",43,
VGVhY2hlci05NTc0ODY=,,Russell,Knight,Music,2.3,3.8,-1,"",7,
VGVhY2hlci05NTgzNjI=,,Casey,Pierce,Women's Studies,4,5,100,"{Inspirational,Caring,Respected}",1,
VGVhY2hlci05NjE0ODg=,,CG,Santori,Political Science,5,2,-1,"",1,
VGVhY2hlci05NjE0OTg=,,Kevin,Welding,Economics,2.4,5,-1,"",10,
VGVhY2hlci05NjE5ODY=,,Nina,Jensen,Mathematics,2,5,-1,"",2,
VGVhY2hlci05NjMzNjg=,,Jeff,Krueger,Fine Arts,0,0,-1,"",0,
VGVhY2hlci05NjQyNDM=,,Tomomi,Sakuragi,Not Specified,2,4.6,-1,"",7,
VGVhY2hlci0xMTc5NjE3,,Aashish,Mehta,Global Studies,4,4.3,75,"{Get ready to read,Caring,Amazing lectures ,Tough grader,Skip class? You won't pass.,Lecture heavy,Accessible outside class,Participation matters,Clear grading criteria,Gives good feedback,Inspirational,Lots of homework,Respected,Tests are tough,Group projects,Beware of pop quizzes,Test heavy}",33,https://econ.ucsb.edu/sites/default/files/styles/medium_square/public/2023-02/Pismo%20Mugshot%20Cropped.jpg?itok=xG4j1Sn0
VGVhY2hlci05NjY5MTY=,,Peter,Westwick,History,3.8,3.7,100,"{Accessible outside class,Get ready to read,Participation matters,Group projects,Gives good feedback,Caring,Respected,Graded by few things}",5,
VGVhY2hlci0xMTc0MjUy,,Josh,May,Philosophy,3.3,4.1,-1,"",8,
VGVhY2hlci0xMTc4MDI5,,Denis,Lebutin,Mathematics,1.5,5,100,{Lots of homework},2,
VGVhY2hlci0xMTgxNzU3,,Allison,Carruth,English,2.9,3.1,-1,"",8,
VGVhY2hlci0xMjU0MDIw,,Mark,Juergensmeyer,Global Studies,2.3,4,83,"{Get ready to read,EXTRA CREDIT,Hilarious,Amazing lectures ,Respected,Inspirational,Clear grading criteria,Skip class? You won't pass.,Lecture heavy,Participation matters,Would take again,Graded by few things,Lots of homework,Accessible outside class}",103,https://www.global.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/Mark%20Photo.jpg?itok=6EdysTAF
VGVhY2hlci0xMTg0NTE0,,R,Rodriguez,Economics,2.7,3.5,-1,"",3,
VGVhY2hlci0xMTg3NDkx,,Jeffrey,Dubin,Economics,3,2.1,-1,"",4,
VGVhY2hlci0xMTkwMDM2,,Jennifer,Hamilton,Physical Education,2.4,4.1,-1,"{EXTRA CREDIT,Skip class? You won't pass.,Group projects,So many papers}",25,
VGVhY2hlci0xMTkzNjQy,,Frances,Hickson-Hahn,Classics,3.5,4.8,-1,"",2,
VGVhY2hlci0xMTk0OTI4,,Alex,Dugas,Mathematics,3,4.1,-1,"",7,
VGVhY2hlci0xMTk1NTE0,,Ilesanmi,Adeboye,Mathematics,2.6,4.1,-1,"",16,
VGVhY2hlci0xMTk1NzI5,,Viktor,Grigoryan,Mathematics,2.7,4.1,-1,"",28,
VGVhY2hlci0xMTk1NzUw,HAMMER L M,Leslie,Hammer,Writing,3.1,4.5,82,"{Gives good feedback,Lots of homework,Caring,Skip class? You won't pass.,Clear grading criteria,Inspirational,Participation matters,Would take again,So many papers,Respected,Accessible outside class}",37,
VGVhY2hlci0yMzg1MDg2,,Mark,Juergensmeyer,Global & International Studies,0,0,-1,"",0,https://www.global.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/Mark%20Photo.jpg?itok=6EdysTAF
VGVhY2hlci0yNzQ2OTU3,JACOBS R E,Ricado,Jacobs,Global & International Studies,3.8,4,75,"{Get ready to read,Amazing lectures ,Respected,Test heavy,Tough grader,Participation matters,Caring}",4,https://www.global.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/Jacobs%20photo%20resized%20web.jpeg?itok=QwGoP7_w
VGVhY2hlci0yNjExNTAw,,Tiffany,Lytle,Theater,2.5,5,100,"{Gives good feedback,Inspirational,Caring}",2,https://www.theaterdance.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/F0B6C033-3F86-4998-956A-7E3EA77E2545.jpeg?itok=hZr90uiG
VGVhY2hlci05NjcyMzI=,,Rachel,Haymon,Geology,3.6,2.9,-1,"",10,
VGVhY2hlci05Njc0NDg=,,Gregg,Santori,Political Science,3.2,2.7,-1,"",32,
VGVhY2hlci0xMDAxNzMy,,Charles,Samuel,Science,3,4.1,100,"{Skip class? You won't pass.,Lecture heavy}",8,https://www.mcdb.ucsb.edu/sites/default/files/styles/medium_square/public/2018-12/charles-samuel.jpg?h=33f7738f&itok=YppSR3xG
VGVhY2hlci0yNjMzNDk3,VLCEK V,Vojtech,Vlcek,Chemistry,4.1,2.4,100,"{Lecture heavy,Accessible outside class,Caring,Tough grader,Clear grading criteria,Inspirational,Lots of homework,Test heavy}",7,https://materials.ucsb.edu/sites/default/files/styles/people_thumb/public/people/images/vojtech_vlcek.jpg?itok=VoFQheyK&c=7d80b70944cd0f52a7fc33ab4c97457c
VGVhY2hlci05Njg4MDc=,,Kobin,Kendrick,Languages,1.8,4.9,-1,"",4,
VGVhY2hlci05Njk5NzU=,,Ellen,Oliveira,Languages,2.3,4.8,-1,"",4,
VGVhY2hlci0xNDA1MzM0,,Bishnupriya,Ghosh,English,2.3,4,75,"{Graded by few things,Get ready to read,Lecture heavy,Participation matters,Caring,Respected,Skip class? You won't pass.,Amazing lectures }",40,https://www.global.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/Bishnu%20Ghosh%20photo%20resized%20web.jpg?itok=ZqkoKWCh
VGVhY2hlci0yMzcyNTcz,,Christopher,Bates,Chemical Engineering,0,0,-1,"",0,https://www.chem.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/Bates_photo_chemistry.png?itok=Cxwqu6Ct
VGVhY2hlci05NzA1NDk=,,Chris,Van De Walle,Engineering,2.5,2.8,100,"{Participation matters,Hilarious,Accessible outside class}",2,https://vandewalle.materials.ucsb.edu/sites/default/files/styles/medium_square/public/2020-09/chris-van-de-walle.jpg?itok=2xNHRwC2
VGVhY2hlci05NzIwNjM=,,Nicolasa,Sandoval,Education,1.1,4.7,100,"{Clear grading criteria,Skip class? You won't pass.,Gives good feedback,Lecture heavy,Participation matters,Would take again,Inspirational,Lots of homework,Caring,Respected}",12,
VGVhY2hlci05NzI5NjY=,,John,Johnson,Anthropology,3.9,2.9,20,"{Test heavy,EXTRA CREDIT,Lecture heavy,Get ready to read,Respected,Graded by few things,Clear grading criteria,Accessible outside class}",13,
VGVhY2hlci05NzMxMzQ=,,Steve,Rothstein,Biology,3,4.5,-1,"",2,
VGVhY2hlci0yNDk4NzYw,TETTEGAH S Y,Sharon,Tettegah,Black Studies,3,1.6,20,"{Participation matters,Tough grader,Get ready to read,Inspirational,Lots of homework}",5,https://www.blackstudies.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/Tettegah_Sharon.jpeg?itok=OXhq_0ki
VGVhY2hlci05NzM3MTU=,,Ryan,Medders,Communication,3,4,-1,"",2,
VGVhY2hlci0xNTQ2ODc1,BRYSK A,Alison,Brysk,Global Studies,3,4.1,100,"{Lecture heavy,Group projects,Clear grading criteria,Inspirational,Respected,Get ready to read,Amazing lectures ,So many papers,Caring,Participation matters,Lots of homework,Beware of pop quizzes,Graded by few things,Accessible outside class}",17,https://www.global.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/Alison%20Brysk-LLAphotography-5.jpeg?itok=-849puHh
VGVhY2hlci05OTkwMzU=,,Kaia,Stern,African-American Studies,0,0,-1,"",0,
VGVhY2hlci05OTk5ODY=,,Jeff,Cooper,Languages,2,5,-1,"",2,
VGVhY2hlci0xMDAwMDg5,,Logan,Klien,Sociology,2,3.9,-1,"",7,
VGVhY2hlci0xMDAwNzkx,,Eric,Schniter,Anthropology,3.6,3.5,-1,"",14,
VGVhY2hlci0xMjAzNzY1,HUBER C F,Chuck,Huber,Chemistry,1,2.7,0,"{Participation matters,Clear grading criteria}",3,
VGVhY2hlci0xMjE2MDgz,,Ingrid,Li,Sociology,3.8,4.5,100,"{Skip class? You won't pass.,EXTRA CREDIT,Would take again,Gives good feedback,Hilarious,Respected}",6,
VGVhY2hlci0xMjI1Njcz,,Alex,Bundy,Philosophy,3.5,2.9,50,"{Tough grader,So many papers,Lecture heavy}",8,
VGVhY2hlci0xMjI1Njg2,,Scott,Cooper,Biology,3.3,4.9,-1,"",4,
VGVhY2hlci0xMjI3MzM4,,Catherine,Newell,Writing,3.5,3.5,-1,"",2,
VGVhY2hlci0xMjI4Nzc0,,Anika,Odukale,Chemistry,3.5,1.5,-1,"",5,
VGVhY2hlci0xMjI5MDkz,,Amanda,Phillips,English,3,4.8,-1,"",3,
VGVhY2hlci0yMzg0OTc=,FUJINO D C,Diane,Fujino,Social Science,3.3,4,90,"{Skip class? You won't pass.,Get ready to read,Respected,Tough grader,Amazing lectures ,Inspirational,Participation matters,Clear grading criteria,So many papers,Lecture heavy,Test heavy,Accessible outside class}",82,https://www.socialsciences.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/Diane%20Fujino_115x140.png?itok=8yLaud1F
VGVhY2hlci0xMDAyNzgy,,Jerry,Larue,Chemistry,3.7,4.7,-1,"",3,
VGVhY2hlci0xMDA1NzA2,,Marick,Sinay,Statistics,3.2,3.8,-1,"{Respected,Lecture heavy,Would take again}",5,
VGVhY2hlci0xMDA1NzA3,,Gavin,Wu,Statistics,0,0,-1,"",0,
VGVhY2hlci0xMDA2Mzkz,,Eva,Oxelson,Education,1.8,4.5,-1,"",5,
VGVhY2hlci0xMDA4MTYw,,Stan,Anderson,Chemistry,3,3.5,-1,"",39,
VGVhY2hlci0xMDEyODAz,,Julie,Shan,Statistics,1.7,4,-1,"",3,
VGVhY2hlci0xMDEzMTU5,,Allan,Langdale,Film,3.8,3,50,"{Tough grader,Get ready to read,Participation matters,Amazing lectures ,Hilarious,Lecture heavy}",4,
VGVhY2hlci0xMDE0NTU5,,Molly,Steen,Education,2.5,3.9,-1,"",4,
VGVhY2hlci0xMDE2OTQ4,,Fred,Wudl,Chemistry,4.2,2.7,-1,"",5,
VGVhY2hlci0xMDIyODg5,,Roger,Nisbet,Biology,2.7,3.3,-1,"",6,
VGVhY2hlci0xMDIzNzQ0,,Caren,Converse,Writing,1.9,4.8,100,"{Gives good feedback,Inspirational,Hilarious,Respected,Clear grading criteria,Caring,Get ready to read,Participation matters,Skip class? You won't pass.,Amazing lectures ,Would take again,Lecture heavy}",36,
VGVhY2hlci0xMDI2MDU5,,R,Relvin,Psychology,4,2.7,-1,"",13,
VGVhY2hlci0xMDI5MDgz,,Clayton,Childress,Sociology,2.8,4.9,100,"{Skip class? You won't pass.,Clear grading criteria,Lecture heavy}",9,
VGVhY2hlci0xNDIyMTU4,AFARY J,Janet,Afary,Religion,3.1,3.6,80,"{Get ready to read,Lecture heavy,Graded by few things,Participation matters,Skip class? You won't pass.,Amazing lectures ,Clear grading criteria,Inspirational,Test heavy}",10,https://www.femst.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/janet_afary.jpg?itok=DlMtmJ7S
VGVhY2hlci0xMjMxMTM3,,Emily,Zinn,English,3,4.5,100,"{Clear grading criteria,Gives good feedback,Caring}",2,
VGVhY2hlci0xMjMxMjk1,,Jon,Altschul,Philosophy,2.8,4.3,-1,"",6,
VGVhY2hlci0xMjMxNDQ4,,Mickey,Rowe,Biology,0,0,-1,"",0,
VGVhY2hlci0xMjMyMTky,,Justin,Russak,Chemistry,3.3,3,-1,"",76,
VGVhY2hlci0xMjM0ODUx,,William,Freudenberg,Environmental Science,2.6,4.6,-1,"",7,
VGVhY2hlci0xMjM1NzYz,,Alexander,Leibowitz,Classics,5,2.5,-1,"",1,
VGVhY2hlci0xMjM5MDM3,,Emily,Zeamer,Anthropology,3.3,2.5,100,"{Get ready to read,Participation matters,Gives good feedback,Skip class? You won't pass.,Would take again}",14,
VGVhY2hlci0xMjQwOTk0,,Zack,Grossman,Economics,3.6,2.6,71,"{Clear grading criteria,Amazing lectures ,Would take again,Caring,Skip class? You won't pass.,Gives good feedback,Inspirational,Respected,Test heavy,Graded by few things,Tough grader,Get ready to read,Participation matters,Lots of homework,Hilarious,Beware of pop quizzes,Lecture heavy}",72,
VGVhY2hlci0xMjQ4NTU1,,Brandon,Fastman,English,2,4.8,-1,"",6,
VGVhY2hlci0xMjUxOTU5,,Earl,Stewart,Black Studies,1.7,3.6,100,"{EXTRA CREDIT,Would take again,Hilarious}",20,
VGVhY2hlci0xMjUyMjM5,,James,Conrad,Classics,3.8,3,-1,"",4,
VGVhY2hlci0xMjUyOTg5,,Maureen,Demaio,Music,1.9,4.5,-1,"",15,
VGVhY2hlci0xMjU0NjQw,,Victor,Fuentes,Spanish & Portuguese,2,3,-1,"",1,
VGVhY2hlci0xMjU1ODA4,,Carol,Dixon,Education,2,4.8,-1,"",3,
VGVhY2hlci0xMjU2MDM3,,Matt,Sprankle,Mechanical Engineering,2.8,3,-1,"",6,
VGVhY2hlci0xMjU5NzIy,,Joseph,Lee,Philosophy,1.5,2.9,-1,"",4,
VGVhY2hlci0xMjYwNjM4,,Ryan,Boyd,Writing,3.4,4.8,-1,"{Caring,Tough grader,Would take again,Gives good feedback,So many papers}",11,
VGVhY2hlci0xMjYyNDE4,,Matthew,Fisk,Art History,3.7,3.8,-1,"",3,
VGVhY2hlci0xMjYyNTQ4,,Chris,Kruegel,Computer Science,3.8,4.6,100,"{Clear grading criteria,Tough grader,EXTRA CREDIT,Amazing lectures ,Gives good feedback,Accessible outside class}",4,
VGVhY2hlci0xMjYzMzY5,,Claudia,Garcia-Des Lauriers,Anthropology,2.8,2.6,-1,"",5,
VGVhY2hlci0yMTUwODMy,,Michael,Morgan,Theater,0,0,-1,"{Participation matters,Gives good feedback,Caring}",0,https://www.theaterdance.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/Morgan.jpg?itok=GgEbc1Rr
VGVhY2hlci0xODYxMzc2,,Yuanqi,Wang,Mathematics,2.9,3,-1,"{Get ready to read,Clear grading criteria,Caring,Lecture heavy}",8,https://www.cs.ucsb.edu/sites/default/files/styles/person_large_image/public/2020-03/CIMG0799.jpg?itok=giaEDu4t
VGVhY2hlci0zNTYwNDY=,,Yuan-Fang,Wang,Computer Science,4,2,29,"{Tough grader,Lots of homework,Graded by few things,Clear grading criteria,Group projects,Tests? Not many,Test heavy,Participation matters,Skip class? You won't pass.,Tests are tough,Gives good feedback,Hilarious,Caring,Lecture heavy}",44,https://www.cs.ucsb.edu/sites/default/files/styles/person_large_image/public/2020-03/CIMG0799.jpg?itok=giaEDu4t
VGVhY2hlci02MTA4ODQ=,,Harvey,Sharrer,Languages,2.7,2.5,-1,"",7,https://www.spanport.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/Sharrer-Harvey_0001.jpg?itok=r3v7SbDm
VGVhY2hlci0xMDI5MTEz,,Yetty,Fernandez,Languages,1,5,-1,"",3,
VGVhY2hlci0xMDQ0NTQy,,Dorothy M.,Chun,Languages,2.4,5,100,"{Inspirational,Would take again,Gives good feedback,Participation matters,Respected}",7,https://education.ucsb.edu/sites/default/files/styles/person/public/images/people/dorothychun_1.jpg?itok=cXNCBXoQ
VGVhY2hlci0xMDI5MzQ1,,Mike,McGinnis,Science,3.8,3.8,-1,"",6,
VGVhY2hlci0xMDI5NTgy,,Joshua,Neves,Film,3,5,-1,"",3,
VGVhY2hlci0xMDMyOTQw,,Jorge,Checa,Spanish,2.1,3.2,-1,"{Get ready to read,Would take again,Gives good feedback}",13,
VGVhY2hlci0xMDMzMjMy,,.,Fanchon,Economics,4.4,1.5,-1,"",10,
VGVhY2hlci0xMDMzMjcw,,Sarah,Griffith,History,0,0,-1,"",0,
VGVhY2hlci0xMjY2MTQ4,,Ruth,Hellier-Tinoco,Music,1.6,3.2,-1,"",9,https://music.ucsb.edu/sites/default/files/styles/people_square/public/people/Ruth%20Hellier%2C%20Professor%2C%20UCSB.jpg?itok=0Gzia7Ig
VGVhY2hlci0xMDM0MjE4,,.,Mulfinger,Fine Arts,3.4,4.4,-1,"{Get ready to read,EXTRA CREDIT,Tests? Not many}",5,
VGVhY2hlci0xMDM0MzUw,,Jessica,Ramsay,English,1,5,-1,"",1,
VGVhY2hlci0yMzQyMTk0,WANG R K,Richert,Wang,Computer Science,4.1,5,88,"{Amazing lectures ,Caring,Clear grading criteria,Gives good feedback,Respected,Accessible outside class,Tough grader,Inspirational,Lecture heavy,Test heavy,Online Savvy,Lots of homework,Get ready to read,Participation matters,Hilarious,Skip class? You won't pass.,So many papers}",51,https://www.cs.ucsb.edu/sites/default/files/styles/person_large_image/public/2020-02/Picture1_21.png?itok=HY8e-bF9
VGVhY2hlci0xMjI0NTUw,,Linda,Putnam,Communication,3.3,3.9,100,"{Amazing lectures ,Inspirational,Respected}",7,https://www.comm.ucsb.edu/sites/default/files/styles/people_node/public/people/photo/Putnam-Profile.png?itok=sqVswq4b
VGVhY2hlci0xMDM0Mzk3,,Shannon,Meyer,English,3.9,2,-1,"",9,
VGVhY2hlci0xMDM0NzI0,,Irina,Wender,English,3.1,3.2,-1,"{Gives good feedback,Lots of homework,Respected}",18,
VGVhY2hlci0xMjY0NDY3,VIGNA G,Giovanni,Vigna,Computer Science,4.2,3.9,-1,"",5,https://www.cs.ucsb.edu/sites/default/files/styles/person_large_image/public/2020-03/giovanni_vigna_square.jpg?itok=dByAXscr
VGVhY2hlci0xMDM4MzA3,,Edmond,Johnson,Music,1.7,4.9,-1,"",27,
VGVhY2hlci0xMDM5NzE1,,Andreas,Malmendier,Mathematics,3.4,4.5,-1,"",43,
VGVhY2hlci0xMDQwMzE0,,Elizabeth,Hoaglan,Biology,0,0,-1,"",0,
